dated_uid,dater_uid,interests_correlation,dater_liked_dated,probability_dated_wants_to_date,already_met_before,dater_wants_to_date,dated_wants_to_date,is_match
925447563155,190134196290,0.4,8.0,8.0,True,True,False,0
387004643452,190134196290,0.5,7.0,7.0,True,True,False,0
887107955435,190134196290,-0.24,7.0,8.0,True,False,False,0
633392941756,190134196290,0.24,8.0,7.0,True,True,False,0
604861376907,190134196290,-0.2,8.0,6.0,True,True,True,1
424170555372,190134196290,0.77,6.0,7.0,True,False,True,0
759559317405,190134196290,0.46,7.0,7.0,True,False,True,0
492716412104,190134196290,0.22,6.0,6.0,True,False,False,0
360707330912,660622561882,-0.2,5.0,5.0,True,False,False,0
551850586197,660622561882,0.33,6.0,4.0,True,False,False,0
868622948248,660622561882,0.35,7.0,5.0,True,True,False,0
159789411810,660622561882,-0.15,7.0,5.0,True,True,False,0
871625094976,660622561882,0.16,7.0,4.0,True,True,False,0
431749995052,660622561882,-0.06,8.0,5.0,True,True,False,0
502471685886,660622561882,-0.16,6.0,6.0,True,False,False,0
219360362705,660622561882,0.21,6.0,5.0,True,False,False,0
925447563155,660622561882,0.26,7.0,6.0,True,True,False,0
387004643452,660622561882,0.19,7.0,5.0,True,True,False,0
887107955435,660622561882,-0.29,6.0,5.0,True,False,False,0
633392941756,660622561882,0.16,7.0,7.0,True,True,False,0
604861376907,660622561882,-0.29,7.0,6.0,True,True,False,0
424170555372,660622561882,0.83,7.0,6.0,True,False,False,0
759559317405,660622561882,0.68,7.0,5.0,True,False,False,0
492716412104,660622561882,0.11,6.0,3.0,True,False,False,0
360707330912,773972229250,0.39,6.0,6.0,True,False,False,0
551850586197,773972229250,0.16,7.0,7.0,True,False,True,0
868622948248,773972229250,0.1,7.0,7.0,True,False,False,0
159789411810,773972229250,0.53,9.0,6.0,True,True,False,0
871625094976,773972229250,0.03,9.0,7.0,True,True,False,0
431749995052,773972229250,-0.16,10.0,7.0,True,True,False,0
502471685886,773972229250,0.52,7.0,8.0,True,False,True,0
219360362705,773972229250,0.49,8.0,9.0,True,True,True,1
925447563155,773972229250,-0.32,10.0,10.0,True,True,True,1
387004643452,773972229250,0.2,8.0,7.0,True,False,False,0
887107955435,773972229250,-0.15,8.0,7.0,True,False,False,0
633392941756,773972229250,0.5,10.0,10.0,True,True,False,0
604861376907,773972229250,0.33,8.0,5.0,True,True,False,0
424170555372,773972229250,-0.12,7.0,8.0,True,True,False,0
492716412104,773972229250,0.11,10.0,10.0,True,True,True,1
169699673541,956484892248,0.26,2.0,5.0,True,False,True,0
756287944750,956484892248,-0.15,5.0,6.0,True,False,True,0
800558653428,956484892248,0.07,9.0,9.0,True,True,True,1
250547850958,956484892248,-0.37,5.0,10.0,True,False,True,0
273446529503,956484892248,0.65,3.0,10.0,True,False,True,0
851794912865,956484892248,-0.31,6.0,8.0,True,True,False,0
878219094645,956484892248,-0.06,3.0,3.0,True,False,False,0
787661791728,956484892248,0.37,3.0,6.0,True,False,True,0
169699673541,891006380882,0.23,8.0,7.0,True,False,False,0
756287944750,891006380882,-0.01,5.0,5.0,True,False,False,0
499896260763,891006380882,0.68,8.0,7.0,True,False,False,0
800558653428,891006380882,0.02,10.0,8.0,True,True,False,0
250547850958,891006380882,-0.34,8.0,7.0,True,True,True,1
273446529503,891006380882,0.44,8.0,7.0,True,True,False,0
851794912865,891006380882,-0.58,8.0,7.0,True,True,False,0
878219094645,891006380882,0.34,9.0,8.0,True,False,False,0
787661791728,891006380882,0.23,8.0,8.0,True,False,True,0
499896260763,706154619333,0.28,2.0,1.0,True,False,False,0
800558653428,706154619333,0.45,6.0,2.0,True,False,False,0
250547850958,706154619333,-0.34,3.0,1.0,True,False,False,0
273446529503,706154619333,0.61,3.0,1.0,True,False,False,0
878219094645,706154619333,0.41,8.0,8.0,True,True,False,0
756287944750,955590155644,-0.04,5.0,4.0,True,False,False,0
499896260763,955590155644,0.8,5.0,3.0,True,False,False,0
623509472247,955590155644,-0.18,8.0,4.0,True,True,False,0
800558653428,955590155644,0.14,5.0,2.0,True,False,False,0
250547850958,955590155644,-0.47,6.0,4.0,True,True,True,1
273446529503,955590155644,0.41,6.0,4.0,True,False,False,0
851794912865,955590155644,-0.56,4.0,2.0,True,False,False,0
878219094645,955590155644,0.53,7.0,5.0,True,False,False,0
787661791728,955590155644,0.28,7.0,4.0,True,True,True,1
169699673541,206632090805,0.27,6.0,7.0,True,False,True,0
756287944750,206632090805,0.26,8.0,8.0,True,True,True,1
499896260763,206632090805,0.17,6.0,5.0,True,False,True,0
800558653428,206632090805,0.37,7.0,7.0,True,False,False,0
851794912865,206632090805,0.14,7.0,8.0,True,False,True,0
878219094645,206632090805,0.21,7.0,7.0,True,True,True,1
787661791728,206632090805,0.26,6.0,7.0,True,False,True,0
169699673541,285067538828,-0.07,7.0,5.0,True,True,False,0
756287944750,285067538828,0.39,6.0,5.0,True,True,False,0
499896260763,285067538828,0.03,4.0,2.0,True,False,False,0
623509472247,285067538828,-0.18,7.0,5.0,True,True,False,0
800558653428,285067538828,0.34,5.0,3.0,True,False,False,0
250547850958,285067538828,-0.05,6.0,4.0,True,True,False,0
273446529503,285067538828,0.07,6.0,4.0,True,True,False,0
878219094645,285067538828,0.15,5.0,4.0,True,False,True,0
787661791728,285067538828,-0.17,6.0,5.0,True,True,True,1
169699673541,393378266961,0.48,6.0,6.0,True,False,True,0
756287944750,393378266961,-0.43,6.0,5.0,True,False,True,0
499896260763,393378266961,0.65,6.0,5.0,True,False,False,0
623509472247,393378266961,-0.2,6.0,6.0,True,False,False,0
800558653428,393378266961,0.02,6.0,5.0,True,False,False,0
250547850958,393378266961,-0.37,5.0,4.0,True,False,True,0
273446529503,393378266961,0.45,6.0,5.0,True,False,False,0
851794912865,393378266961,-0.63,6.0,6.0,True,False,False,0
878219094645,393378266961,0.35,6.0,6.0,True,False,False,0
787661791728,393378266961,0.5,5.0,4.0,True,False,True,0
956484892248,169699673541,0.26,6.0,6.0,True,True,False,0
891006380882,169699673541,0.23,5.0,5.0,True,False,False,0
206632090805,169699673541,0.27,8.0,5.0,True,True,False,0
670913776787,169699673541,0.17,5.0,6.0,True,False,True,0
285067538828,169699673541,-0.07,4.0,5.0,True,False,True,0
393378266961,169699673541,0.48,8.0,7.0,True,True,False,0
956484892248,756287944750,-0.15,7.0,5.0,True,True,False,0
891006380882,756287944750,-0.01,5.0,1.0,True,False,False,0
955590155644,756287944750,-0.04,1.0,5.0,True,False,False,0
206632090805,756287944750,0.26,10.0,10.0,True,True,True,1
670913776787,756287944750,0.03,5.0,5.0,True,True,True,1
285067538828,756287944750,0.39,6.0,5.0,True,False,True,0
393378266961,756287944750,-0.43,6.0,5.0,True,True,False,0
955590155644,623509472247,-0.18,4.0,4.0,True,False,True,0
285067538828,623509472247,-0.18,4.0,3.0,True,False,True,0
393378266961,623509472247,-0.2,5.0,4.0,True,False,False,0
956484892248,800558653428,0.07,8.0,3.0,True,True,True,1
891006380882,800558653428,0.02,7.0,2.0,True,False,True,0
706154619333,800558653428,0.45,7.0,2.0,True,False,False,0
955590155644,800558653428,0.14,6.0,2.0,True,False,False,0
206632090805,800558653428,0.37,7.0,2.0,True,False,False,0
670913776787,800558653428,0.63,7.0,2.0,True,False,True,0
285067538828,800558653428,0.34,6.0,2.0,True,False,False,0
393378266961,800558653428,0.02,7.0,3.0,True,False,False,0
956484892248,250547850958,-0.37,8.0,1.0,True,True,False,0
891006380882,250547850958,-0.34,9.0,3.0,True,True,True,1
706154619333,250547850958,-0.34,2.0,0.0,True,False,False,0
955590155644,250547850958,-0.47,8.0,0.0,True,True,True,1
285067538828,250547850958,-0.05,6.0,0.0,True,False,True,0
393378266961,250547850958,-0.37,7.0,1.0,True,True,False,0
956484892248,273446529503,0.65,6.0,7.0,True,True,False,0
891006380882,273446529503,0.44,6.0,6.0,True,False,True,0
706154619333,273446529503,0.61,5.0,6.0,True,False,False,0
955590155644,273446529503,0.41,6.0,7.0,True,False,False,0
206632090805,273446529503,0.33,7.0,5.0,True,True,False,0
670913776787,273446529503,0.21,6.0,6.0,True,False,False,0
285067538828,273446529503,0.07,5.0,5.0,True,False,True,0
393378266961,273446529503,0.45,7.0,7.0,True,False,False,0
956484892248,851794912865,-0.31,5.0,5.0,True,False,True,0
891006380882,851794912865,-0.58,5.0,6.0,True,False,True,0
206632090805,851794912865,0.14,7.0,6.0,True,True,False,0
670913776787,851794912865,-0.23,2.0,7.0,True,False,False,0
285067538828,851794912865,-0.01,3.0,1.0,True,False,True,0
393378266961,851794912865,-0.63,6.0,5.0,True,False,False,0
956484892248,787661791728,0.37,6.0,5.0,True,True,False,0
891006380882,787661791728,0.23,6.0,5.0,True,True,False,0
955590155644,787661791728,0.28,6.0,6.0,True,True,True,1
206632090805,787661791728,0.26,6.0,5.0,True,True,False,0
670913776787,787661791728,0.16,5.0,5.0,True,False,False,0
285067538828,787661791728,-0.17,6.0,7.0,True,True,True,1
393378266961,787661791728,0.5,6.0,7.0,True,True,False,0
554121166498,454783133822,0.32,5.0,5.0,True,True,False,0
220725691394,449562007396,0.69,5.0,1.0,True,False,False,0
574252523900,449562007396,-0.16,5.0,1.0,True,False,False,0
219584770821,449562007396,0.59,7.0,1.0,True,False,False,0
805056771002,449562007396,-0.2,7.0,1.0,True,True,False,0
480879945117,449562007396,0.65,10.0,1.0,True,True,True,1
554121166498,449562007396,0.51,5.0,1.0,True,False,False,0
314595423781,449562007396,0.59,9.0,3.0,True,True,True,1
220725691394,968171160087,0.27,5.0,5.0,True,False,False,0
574252523900,968171160087,-0.04,5.0,5.0,True,False,False,0
898384458685,968171160087,0.49,7.0,5.0,True,False,True,0
916037493576,968171160087,-0.27,7.0,5.0,True,True,False,0
874414186570,968171160087,0.9,7.0,5.0,True,False,True,0
614061135858,968171160087,0.56,5.0,5.0,True,False,False,0
332929211588,968171160087,-0.15,2.0,2.0,True,False,False,0
122967245670,968171160087,-0.18,5.0,5.0,True,False,False,0
805056771002,968171160087,0.03,6.0,5.0,True,True,False,0
780491388712,968171160087,0.24,5.0,5.0,True,False,True,0
480879945117,968171160087,0.52,6.0,5.0,True,True,True,1
554121166498,968171160087,0.6,7.0,5.0,True,True,True,1
314595423781,968171160087,0.8,5.0,5.0,True,False,True,0
742603983348,968171160087,0.4,7.0,5.0,True,False,False,0
574252523900,257173025309,0.31,8.0,8.0,True,False,False,0
874414186570,257173025309,0.14,7.0,2.0,True,True,False,0
614061135858,257173025309,0.54,7.0,7.0,True,False,False,0
332929211588,257173025309,0.06,9.0,8.0,True,True,True,1
122967245670,257173025309,0.38,7.0,7.0,True,True,False,0
219584770821,257173025309,-0.12,7.0,7.0,True,True,False,0
805056771002,257173025309,0.31,9.0,8.0,True,True,True,1
480879945117,257173025309,0.07,7.0,9.0,True,False,False,0
554121166498,257173025309,0.31,8.0,8.0,True,True,False,0
314595423781,257173025309,0.34,8.0,8.0,True,True,True,1
742603983348,257173025309,0.07,8.0,8.0,True,False,False,0
220725691394,424542132644,0.6,8.0,8.0,True,False,True,0
574252523900,424542132644,-0.21,6.0,8.0,True,False,True,0
916037493576,424542132644,-0.04,6.0,5.0,True,False,False,0
874414186570,424542132644,0.61,9.0,7.0,True,True,True,1
614061135858,424542132644,0.65,7.0,8.0,True,False,True,0
332929211588,424542132644,0.11,2.0,5.0,True,False,True,0
122967245670,424542132644,0.2,7.0,8.0,True,False,True,0
219584770821,424542132644,0.53,8.0,8.0,True,True,True,1
805056771002,424542132644,-0.02,7.0,7.0,True,False,True,0
780491388712,424542132644,0.09,7.0,2.0,True,False,False,0
480879945117,424542132644,0.51,8.0,10.0,True,False,True,0
554121166498,424542132644,0.55,8.0,9.0,True,True,True,1
314595423781,424542132644,0.6,7.0,7.0,True,False,True,0
980062689358,424542132644,0.67,6.0,2.0,True,False,False,0
742603983348,424542132644,0.46,6.0,8.0,True,False,False,0
220725691394,899077192767,0.29,8.0,8.0,True,True,True,1
574252523900,899077192767,-0.25,6.0,7.0,True,False,False,0
916037493576,899077192767,0.1,7.0,7.0,True,False,False,0
874414186570,899077192767,0.66,9.0,8.0,True,True,True,1
614061135858,899077192767,0.43,9.0,8.0,True,True,False,0
126672048809,899077192767,0.19,9.0,8.0,True,False,True,0
332929211588,899077192767,-0.01,7.0,8.0,True,False,True,0
122967245670,899077192767,0.06,7.0,7.0,True,False,False,0
219584770821,899077192767,0.52,8.0,7.0,True,False,True,0
805056771002,899077192767,-0.08,9.0,8.0,True,True,True,1
480879945117,899077192767,0.71,10.0,8.0,True,True,True,1
554121166498,899077192767,0.56,8.0,8.0,True,True,False,0
314595423781,899077192767,0.66,9.0,8.0,True,True,True,1
980062689358,899077192767,0.76,8.0,7.0,True,False,False,0
742603983348,899077192767,0.61,8.0,8.0,True,False,False,0
220725691394,404123100973,0.54,5.0,3.0,True,False,True,0
574252523900,404123100973,0.03,6.0,4.0,True,False,True,0
916037493576,404123100973,0.04,5.0,4.0,True,False,True,0
874414186570,404123100973,0.79,7.0,4.0,True,True,True,1
614061135858,404123100973,0.58,4.0,2.0,True,False,False,0
332929211588,404123100973,-0.18,6.0,3.0,True,False,True,0
122967245670,404123100973,0.0,7.0,4.0,True,False,True,0
219584770821,404123100973,0.51,3.0,3.0,True,False,True,0
805056771002,404123100973,0.09,4.0,3.0,True,False,True,0
780491388712,404123100973,0.17,4.0,3.0,True,False,True,0
480879945117,404123100973,0.72,4.0,3.0,True,True,True,1
554121166498,404123100973,0.83,5.0,4.0,True,False,False,0
314595423781,404123100973,0.81,6.0,3.0,True,False,True,0
742603983348,404123100973,0.4,4.0,3.0,True,False,False,0
220725691394,450646113847,0.65,0.0,3.0,True,False,False,0
574252523900,450646113847,-0.03,6.0,6.0,True,False,False,0
898384458685,450646113847,0.44,6.0,4.0,True,False,True,0
916037493576,450646113847,0.14,4.0,3.0,True,False,True,0
874414186570,450646113847,0.67,7.0,5.0,True,True,False,0
614061135858,450646113847,0.62,3.0,4.0,True,False,False,0
332929211588,450646113847,0.1,4.0,3.0,True,False,True,0
122967245670,450646113847,0.1,4.0,6.0,True,False,False,0
219584770821,450646113847,0.68,4.0,0.0,True,False,False,0
805056771002,450646113847,0.17,7.0,5.0,True,True,True,1
780491388712,450646113847,-0.06,5.0,4.0,True,False,True,0
480879945117,450646113847,0.71,7.0,7.0,True,False,False,0
554121166498,450646113847,0.76,7.0,7.0,True,True,True,1
314595423781,450646113847,0.65,6.0,0.0,True,False,True,0
742603983348,450646113847,0.43,4.0,4.0,True,False,False,0
220725691394,822373702876,0.3,1.0,3.0,True,False,False,0
574252523900,822373702876,-0.37,4.0,5.0,True,False,False,0
916037493576,822373702876,0.01,7.0,7.0,True,True,False,0
874414186570,822373702876,0.5,7.0,6.0,True,True,False,0
614061135858,822373702876,0.32,7.0,6.0,True,False,False,0
332929211588,822373702876,-0.08,5.0,5.0,True,False,False,0
122967245670,822373702876,0.12,6.0,6.0,True,False,False,0
219584770821,822373702876,0.56,7.0,5.0,True,True,False,0
805056771002,822373702876,-0.14,6.0,4.0,True,False,True,0
480879945117,822373702876,0.56,6.0,6.0,True,True,True,1
554121166498,822373702876,0.33,5.0,5.0,True,False,False,0
314595423781,822373702876,0.59,6.0,6.0,True,False,True,0
742603983348,822373702876,0.26,3.0,6.0,True,False,False,0
574252523900,577695567174,0.3,6.0,6.0,True,False,True,0
916037493576,577695567174,-0.07,7.0,5.0,True,True,True,1
874414186570,577695567174,0.8,6.0,5.0,True,True,False,0
614061135858,577695567174,0.32,6.0,5.0,True,True,True,1
332929211588,577695567174,-0.28,6.0,4.0,True,False,True,0
122967245670,577695567174,0.13,5.0,4.0,True,False,False,0
219584770821,577695567174,0.14,8.0,5.0,True,True,True,1
805056771002,577695567174,-0.06,7.0,6.0,True,True,True,1
780491388712,577695567174,0.21,7.0,7.0,True,True,False,0
480879945117,577695567174,0.52,5.0,2.0,True,True,True,1
554121166498,577695567174,0.44,9.0,4.0,True,True,True,1
314595423781,577695567174,0.73,7.0,5.0,True,True,True,1
980062689358,577695567174,0.5,8.0,6.0,True,True,True,1
220725691394,386978855654,0.73,2.0,2.0,True,False,False,0
574252523900,386978855654,0.3,4.0,8.0,True,False,True,0
916037493576,386978855654,0.53,6.0,5.0,True,False,False,0
874414186570,386978855654,0.08,10.0,8.0,True,True,False,0
614061135858,386978855654,0.54,7.0,8.0,True,False,False,0
332929211588,386978855654,0.26,2.0,4.0,True,False,False,0
122967245670,386978855654,0.34,4.0,7.0,True,False,False,0
219584770821,386978855654,0.08,6.0,7.0,True,False,False,0
805056771002,386978855654,0.15,8.0,6.0,True,False,True,0
780491388712,386978855654,0.18,7.0,2.0,True,False,True,0
480879945117,386978855654,0.18,7.0,8.0,True,False,True,0
554121166498,386978855654,0.31,7.0,8.0,True,False,True,0
314595423781,386978855654,0.3,9.0,9.0,True,False,False,0
980062689358,386978855654,0.52,7.0,8.0,True,False,False,0
742603983348,386978855654,0.14,9.0,7.0,True,False,False,0
220725691394,690193996734,0.18,6.0,5.0,True,False,False,0
574252523900,690193996734,-0.31,6.0,5.0,True,False,False,0
916037493576,690193996734,-0.29,2.0,5.0,True,False,True,0
874414186570,690193996734,0.64,9.0,10.0,True,True,True,1
614061135858,690193996734,0.13,10.0,10.0,True,True,False,0
126672048809,690193996734,0.31,5.0,5.0,True,False,False,0
332929211588,690193996734,-0.35,5.0,5.0,True,False,False,0
122967245670,690193996734,-0.19,8.0,5.0,True,False,True,0
219584770821,690193996734,0.56,9.0,5.0,True,True,True,1
805056771002,690193996734,-0.22,5.0,5.0,True,False,True,0
480879945117,690193996734,0.58,8.0,5.0,True,False,False,0
554121166498,690193996734,0.39,8.0,5.0,True,False,False,0
314595423781,690193996734,0.58,8.0,5.0,True,False,False,0
980062689358,690193996734,0.36,8.0,5.0,True,False,False,0
742603983348,690193996734,0.08,8.0,5.0,True,False,False,0
220725691394,238851047973,0.37,2.0,0.0,True,False,False,0
574252523900,238851047973,0.32,8.0,3.0,True,True,False,0
916037493576,238851047973,0.38,7.0,3.0,True,True,False,0
874414186570,238851047973,0.02,7.0,4.0,True,True,False,0
614061135858,238851047973,0.31,6.0,1.0,True,True,False,0
126672048809,238851047973,0.08,4.0,1.0,True,False,True,0
332929211588,238851047973,0.22,5.0,4.0,True,False,False,0
122967245670,238851047973,-0.05,4.0,0.0,True,False,False,0
219584770821,238851047973,0.05,8.0,0.0,True,True,False,0
805056771002,238851047973,0.28,5.0,4.0,True,False,False,0
480879945117,238851047973,0.23,6.0,0.0,True,True,False,0
554121166498,238851047973,0.52,7.0,2.0,True,True,False,0
314595423781,238851047973,0.4,7.0,2.0,True,True,True,1
742603983348,238851047973,0.74,5.0,4.0,True,False,False,0
220725691394,176223028705,0.64,3.0,3.0,True,False,False,0
574252523900,176223028705,-0.23,4.0,5.0,True,False,True,0
916037493576,176223028705,0.17,9.0,8.0,True,True,True,1
874414186570,176223028705,0.59,9.0,9.0,True,True,True,1
614061135858,176223028705,0.54,6.0,6.0,True,False,False,0
332929211588,176223028705,0.12,7.0,5.0,True,False,True,0
122967245670,176223028705,0.2,5.0,3.0,True,False,False,0
219584770821,176223028705,0.8,6.0,5.0,True,False,True,0
805056771002,176223028705,0.03,7.0,6.0,True,True,True,1
480879945117,176223028705,0.8,8.0,8.0,True,True,True,1
554121166498,176223028705,0.72,8.0,9.0,True,True,False,0
314595423781,176223028705,0.6,7.0,8.0,True,True,True,1
742603983348,176223028705,0.5,6.0,5.0,True,False,False,0
601605091641,220725691394,0.56,7.0,7.0,True,True,True,1
449562007396,220725691394,0.69,5.0,3.0,True,False,False,0
968171160087,220725691394,0.27,8.0,6.0,True,False,False,0
424542132644,220725691394,0.6,8.0,6.0,True,True,False,0
899077192767,220725691394,0.29,8.0,7.0,True,True,True,1
404123100973,220725691394,0.54,6.0,5.0,True,True,False,0
450646113847,220725691394,0.65,5.0,5.0,True,False,False,0
822373702876,220725691394,0.3,5.0,5.0,True,False,False,0
589323853010,220725691394,0.69,6.0,7.0,True,False,False,0
386978855654,220725691394,0.73,5.0,5.0,True,False,False,0
690193996734,220725691394,0.18,5.0,5.0,True,False,False,0
238851047973,220725691394,0.37,3.0,3.0,True,False,False,0
176223028705,220725691394,0.64,6.0,5.0,True,False,False,0
939389187628,220725691394,0.27,7.0,5.0,True,True,False,0
601605091641,574252523900,-0.2,4.0,4.0,True,False,False,0
449562007396,574252523900,-0.16,4.0,3.0,True,False,False,0
968171160087,574252523900,-0.04,5.0,3.0,True,False,False,0
257173025309,574252523900,0.31,5.0,3.0,True,False,False,0
424542132644,574252523900,-0.21,6.0,5.0,True,True,False,0
899077192767,574252523900,-0.25,4.0,6.0,True,False,False,0
404123100973,574252523900,0.03,6.0,5.0,True,True,False,0
450646113847,574252523900,-0.03,5.0,4.0,True,False,False,0
822373702876,574252523900,-0.37,5.0,3.0,True,False,False,0
577695567174,574252523900,0.3,9.0,8.0,True,True,False,0
589323853010,574252523900,0.21,6.0,4.0,True,False,False,0
386978855654,574252523900,0.3,7.0,6.0,True,True,False,0
690193996734,574252523900,-0.31,2.0,1.0,True,False,False,0
238851047973,574252523900,0.32,3.0,2.0,True,False,True,0
176223028705,574252523900,-0.23,6.0,4.0,True,True,False,0
939389187628,574252523900,-0.57,6.0,5.0,True,True,True,1
968171160087,898384458685,0.49,9.0,8.0,True,True,False,0
450646113847,898384458685,0.44,8.0,7.0,True,True,False,0
441945911655,898384458685,0.28,8.0,7.0,True,True,False,0
601605091641,874414186570,0.55,8.0,9.0,True,True,True,1
968171160087,874414186570,0.9,8.0,9.0,True,True,False,0
257173025309,874414186570,0.14,6.0,6.0,True,False,True,0
424542132644,874414186570,0.61,9.0,9.0,True,True,True,1
899077192767,874414186570,0.66,8.0,8.0,True,True,True,1
404123100973,874414186570,0.79,9.0,9.0,True,True,True,1
450646113847,874414186570,0.67,7.0,7.0,True,False,True,0
822373702876,874414186570,0.5,6.0,6.0,True,False,True,0
577695567174,874414186570,0.8,6.0,8.0,True,False,True,0
589323853010,874414186570,0.24,8.0,9.0,True,True,True,1
386978855654,874414186570,0.08,6.0,9.0,True,False,True,0
690193996734,874414186570,0.64,9.0,9.0,True,True,True,1
176223028705,874414186570,0.59,8.0,9.0,True,True,True,1
968171160087,614061135858,0.56,6.0,4.0,True,False,False,0
257173025309,614061135858,0.54,6.0,2.0,True,False,False,0
424542132644,614061135858,0.65,8.0,3.0,True,True,False,0
899077192767,614061135858,0.43,7.0,5.0,True,False,True,0
404123100973,614061135858,0.58,6.0,8.0,True,False,False,0
450646113847,614061135858,0.62,6.0,6.0,True,False,False,0
822373702876,614061135858,0.32,8.0,8.0,True,False,False,0
577695567174,614061135858,0.32,8.0,3.0,True,True,True,1
589323853010,614061135858,0.38,6.0,9.0,True,True,False,0
386978855654,614061135858,0.54,8.0,5.0,True,False,False,0
690193996734,614061135858,0.13,8.0,9.0,True,False,True,0
238851047973,614061135858,0.31,4.0,1.0,True,False,True,0
176223028705,614061135858,0.54,6.0,3.0,True,False,False,0
939389187628,614061135858,0.17,8.0,6.0,True,True,True,1
899077192767,126672048809,0.19,9.0,6.0,True,True,False,0
690193996734,126672048809,0.31,6.0,2.0,True,False,False,0
238851047973,126672048809,0.08,6.0,5.0,True,True,False,0
601605091641,332929211588,0.0,5.0,6.0,True,False,True,0
968171160087,332929211588,-0.15,4.0,4.0,True,False,False,0
257173025309,332929211588,0.06,10.0,5.0,True,True,True,1
424542132644,332929211588,0.11,9.0,5.0,True,True,False,0
899077192767,332929211588,-0.01,7.0,7.0,True,True,False,0
404123100973,332929211588,-0.18,9.0,8.0,True,True,False,0
450646113847,332929211588,0.1,7.0,8.0,True,True,False,0
822373702876,332929211588,-0.08,4.0,6.0,True,False,False,0
577695567174,332929211588,-0.28,7.0,7.0,True,True,False,0
589323853010,332929211588,0.42,7.0,4.0,True,True,False,0
386978855654,332929211588,0.26,5.0,6.0,True,False,False,0
690193996734,332929211588,-0.35,3.0,5.0,True,False,False,0
238851047973,332929211588,0.22,4.0,5.0,True,False,False,0
441945911655,332929211588,-0.21,8.0,7.0,True,True,False,0
176223028705,332929211588,0.12,7.0,7.0,True,True,False,0
939389187628,332929211588,-0.15,6.0,6.0,True,True,False,0
601605091641,122967245670,0.15,6.0,4.0,True,False,True,0
968171160087,122967245670,-0.18,6.0,5.0,True,False,False,0
257173025309,122967245670,0.38,6.0,5.0,True,False,True,0
424542132644,122967245670,0.2,8.0,7.0,True,True,False,0
899077192767,122967245670,0.06,5.0,4.0,True,False,False,0
404123100973,122967245670,0.0,7.0,6.0,True,True,False,0
450646113847,122967245670,0.1,7.0,5.0,True,False,False,0
822373702876,122967245670,0.12,7.0,5.0,True,False,False,0
577695567174,122967245670,0.13,7.0,5.0,True,False,False,0
589323853010,122967245670,0.62,8.0,7.0,True,True,False,0
386978855654,122967245670,0.34,7.0,5.0,True,False,False,0
690193996734,122967245670,-0.19,7.0,6.0,True,True,False,0
238851047973,122967245670,-0.05,5.0,3.0,True,False,False,0
176223028705,122967245670,0.2,6.0,3.0,True,False,False,0
939389187628,122967245670,-0.06,7.0,5.0,True,False,True,0
601605091641,219584770821,0.63,7.0,4.0,True,False,False,0
449562007396,219584770821,0.59,5.0,2.0,True,False,False,0
257173025309,219584770821,-0.12,8.0,5.0,True,False,True,0
424542132644,219584770821,0.53,8.0,4.0,True,True,True,1
899077192767,219584770821,0.52,7.0,7.0,True,True,False,0
404123100973,219584770821,0.51,7.0,5.0,True,True,False,0
450646113847,219584770821,0.68,6.0,4.0,True,False,False,0
822373702876,219584770821,0.56,6.0,2.0,True,False,True,0
577695567174,219584770821,0.14,7.0,7.0,True,True,True,1
589323853010,219584770821,0.59,6.0,4.0,True,False,False,0
386978855654,219584770821,0.08,6.0,3.0,True,False,False,0
690193996734,219584770821,0.56,7.0,7.0,True,True,True,1
238851047973,219584770821,0.05,10.0,1.0,True,False,True,0
176223028705,219584770821,0.8,7.0,5.0,True,True,False,0
939389187628,219584770821,0.45,7.0,5.0,True,True,True,1
968171160087,780491388712,0.24,9.0,2.0,True,True,False,0
424542132644,780491388712,0.09,3.0,7.0,True,False,False,0
404123100973,780491388712,0.17,10.0,7.0,True,True,False,0
450646113847,780491388712,-0.06,10.0,6.0,True,True,False,0
577695567174,780491388712,0.21,7.0,6.0,True,False,True,0
386978855654,780491388712,0.18,7.0,3.0,True,True,False,0
939389187628,780491388712,0.37,10.0,6.0,True,True,False,0
454783133822,554121166498,0.32,6.0,5.0,True,False,True,0
601605091641,554121166498,0.41,5.0,2.0,True,False,True,0
449562007396,554121166498,0.51,5.0,3.0,True,False,False,0
968171160087,554121166498,0.6,7.0,5.0,True,True,True,1
257173025309,554121166498,0.31,6.0,6.0,True,False,True,0
424542132644,554121166498,0.55,7.0,5.0,True,True,True,1
899077192767,554121166498,0.56,6.0,4.0,True,False,True,0
404123100973,554121166498,0.83,6.0,5.0,True,False,False,0
450646113847,554121166498,0.76,7.0,5.0,True,True,True,1
822373702876,554121166498,0.33,5.0,3.0,True,False,False,0
577695567174,554121166498,0.44,8.0,2.0,True,True,True,1
589323853010,554121166498,0.55,5.0,4.0,True,False,False,0
386978855654,554121166498,0.31,7.0,6.0,True,True,False,0
690193996734,554121166498,0.39,5.0,3.0,True,False,False,0
238851047973,554121166498,0.52,5.0,4.0,True,False,True,0
441945911655,554121166498,0.39,7.0,5.0,True,True,False,0
176223028705,554121166498,0.72,6.0,4.0,True,False,True,0
939389187628,554121166498,0.09,7.0,4.0,True,True,False,0
601605091641,314595423781,0.56,7.0,5.0,True,True,False,0
449562007396,314595423781,0.59,7.0,5.0,True,True,True,1
968171160087,314595423781,0.8,7.0,5.0,True,True,False,0
257173025309,314595423781,0.34,7.0,5.0,True,True,True,1
