PreferenceID,Age,Gender,Education,Caste,Profession,Residence,Religion,Height_cm,Extras,userID
P1949,33,Male,MA,OBC,Hospital Nurse,urban,Hindu,152,,1949
P1950,31,Female,BA,OBC,Business,urban,Christian,152,,1950
P1951,26,Female,BSc,SC,20LPA,rural,Hindu,152,,1951
P1952,27,Male,BA,General,MNC-IT,urban,Muslim,162,,1952
P1953,30,Female,B.Tech,General,Law Firm,urban,Hindu,157,,1953
P1954,22,Male,LLB,Baisya,IT,urban,Hindu,152,,1954
P1955,26,Male,BA,Kayastha,Hospital Nurse,urban,Hindu,162,,1955
P1956,31,Male,BA,Brahmin,IT,urban,Muslim,162,,1956
P1957,35,Female,MA,General,MNC-IT,rural,Sikh,132,,1957
P1958,38,Male,BA,Baisya,IT,urban,Hindu,132,,1958
P1959,18,Male,MBA,Baisya,20LPA,urban,Muslim,154,,1959
P1960,34,Male,B.Tech MBA,Kayastha,Hospital Nurse,urban,Hindu,157,,1960
P1961,23,Female,LLM,Kayastha,MNC-IT,urban,Hindu,132,,1961
P1962,32,Female,BA,Brahmin,MNC-IT,rural,Muslim,152,,1962
P1963,38,Male,LLB,Kayastha,Digital Marketting B'lore,rural,Hindu,162,,1963
P1964,33,Female,MBA,Swarnakar,Bank,urban,Hindu,152,,1964
P1965,19,Male,MA,Brahmin,IT,urban,Hindu,154,,1965
P1966,27,Male,B.Tech MBA,Kayastha,Bank,rural,Hindu,162,,1966
P1967,18,Male,MBA,Baisya,MNC-IT,urban,Hindu,152,,1967
P1968,20,Male,B.Tech MBA,General,Advocate,urban,Muslim,154,,1968
P1969,20,Male,MBA,Kayastha,Business,rural,Muslim,154,,1969
P1970,28,Male,MA,SC,MNC-IT,rural,Christian,152,,1970
P1971,31,Female,B.Tech,SC,MNC-IT,rural,Sikh,157,,1971
P1972,25,Female,MBA,Sunni,IT,urban,Muslim,162,,1972
P1973,39,Male,MA B.Ed,Baisya,IT,rural,Hindu,162,,1973
P1974,33,Female,B.Tech,Kayastha,MNC-IT,rural,Hindu,154,,1974
P1975,39,Male,MSC B.Ed,Brahmin,Business,rural,Christian,154,,1975
P1976,22,Female,MBA,Baisya,Researcg-Scholar-germany,rural,Christian,152,,1976
P1977,27,Male,B.Tech,Brahmin,Bank,urban,Hindu,157,,1977
P1978,39,Male,PhD,SC,Business,urban,Sikh,152,,1978
P1979,18,Female,PhD,Brahmin,Pharma Co B'loe,rural,Others,132,,1979
P1980,20,Female,MA,Baisya,Hospital Nurse,urban,Muslim,157,,1980
P1981,38,Male,MA B.Ed,Baisya,Business,urban,Hindu,152,,1981
P1982,25,Female,MA B.Ed,Kayastha,Bank,rural,Hindu,162,,1982
P1983,33,Female,MA B.Ed,Brahmin,MNC-IT,urban,Hindu,157,,1983
P1984,29,Male,B.Tech MBA,Baisya,Law Firm,rural,Hindu,132,,1984
P1985,21,Female,MBA,Swarnakar,IT,urban,Hindu,162,,1985
P1986,30,Male,MBA,Kayastha,MNC-IT,urban,Christian,152,,1986
P1987,34,Female,BA,Kayastha,20LPA,urban,Sikh,157,,1987
P1988,31,Male,MA B.Ed,Brahmin,MNC-IT,rural,Hindu,157,,1988
P1989,34,Male,LLB,Brahmin,Business,rural,Hindu,162,,1989
P1990,29,Male,MA B.Ed,SC,Business,urban,Muslim,154,,1990
P1991,24,Male,B.Tech,Brahmin,Law Firm,urban,Hindu,162,,1991
P1992,26,Male,MA B.Ed,Brahmin,Researcg-Scholar-germany,rural,Muslim,162,,1992
P1993,24,Male,MA,Sunni,IT,urban,Muslim,132,,1993
P1994,30,Male,MBA,Kayastha,MNC-IT,rural,Hindu,132,,1994
P1995,32,Male,MBA,Baisya,IT,rural,Hindu,152,,1995
P1996,27,Female,MA,OBC,Law Firm,rural,Hindu,132,,1996
P1997,34,Male,BA,Kayastha,Digital Marketting B'lore,rural,Hindu,152,,1997
P1998,18,Female,Bcom,Brahmin,Business,rural,Hindu,154,,1998
P1999,24,Male,B.Tech,General,Researcg-Scholar-germany,urban,Hindu,132,,1999
P2000,27,Male,BSc,Kayastha,Law Firm,urban,Hindu,162,,2000
P2001,34,Female,B.Tech,Kayastha,IT,urban,Hindu,157,,2001
P2002,26,Male,MSC B.Ed,Brahmin,12LPA,urban,Muslim,154,,2002
P2003,32,Male,MBA,Kayastha,Hospital Nurse,urban,Hindu,154,,2003
P2004,34,Male,MSC B.Ed,Kayastha,MNC-IT,rural,Hindu,132,,2004
P2005,20,Male,BA B.Ed,Kayastha,Business,urban,Sikh,162,,2005
P2006,20,Male,PhD,General,Advocate,rural,Muslim,152,,2006
P2007,23,Male,MSC B.Ed,SC,Law Firm,rural,Hindu,157,,2007
P2008,25,Female,MBA,Baisya,MNC-IT,urban,Sikh,157,,2008
P2009,18,Female,MA,Brahmin,MNC-IT,urban,Muslim,162,,2009
P2010,30,Female,MA B.Ed,OBC,IT,rural,Hindu,162,,2010
P2011,37,Female,BSc,SC,Hospital Nurse,rural,Muslim,162,,2011
P2012,36,Male,BA,Brahmin,Hospital Nurse,rural,Hindu,152,,2012
P2013,22,Female,MSC B.Ed,Sunni,15LPA,urban,Hindu,157,,2013
P2014,32,Male,MA B.Ed,Kayastha,12LPA,urban,Hindu,132,,2014
P2015,30,Female,MSC B.Ed,Banerjee,IT,urban,Hindu,162,,2015
P2016,35,Male,MA,Namasudra,15LPA,urban,Hindu,152,,2016
P2017,30,Female,MA,General,Business,urban,Muslim,154,,2017
P2018,33,Male,MBA,Kayastha,Advocate,rural,Muslim,132,,2018
P2019,22,Female,B.Tech,Baisya,MNC-IT,urban,Hindu,162,,2019
P2020,38,Female,MBA,SC,12LPA,rural,Others,162,,2020
P2021,34,Male,B.Tech MBA,OBC,Business,urban,Christian,154,,2021
P2022,35,Female,BA,SC,Law Firm,rural,Hindu,152,,2022
P2023,33,Male,BA,Kayastha,20LPA,rural,Hindu,132,,2023
P2024,38,Female,BA,Swarnakar,15LPA,urban,Hindu,154,,2024
P2025,20,Male,B.Tech,Baisya,IT,urban,Hindu,162,,2025
P2026,24,Female,MA,Kayastha,Pharma Co B'loe,rural,Hindu,152,,2026
P2027,30,Female,MBA,Kayastha,15LPA,rural,Hindu,132,,2027
P2028,37,Male,B.Tech,General,Digital Marketting B'lore,rural,Hindu,157,,2028
P2029,25,Male,MBA,Brahmin,Researcg-Scholar-germany,urban,Muslim,157,,2029
P2030,35,Male,MSC B.Ed,General,MNC-IT,urban,Muslim,154,,2030
P2031,35,Male,LLB,SC,Bank,urban,Muslim,152,,2031
P2032,39,Female,LLB,General,Law Firm,rural,Hindu,152,,2032
P2033,38,Male,LLB,General,Digital Marketting B'lore,rural,Hindu,162,,2033
P2034,38,Female,B.Tech,Brahmin,Bank,rural,Hindu,132,,2034
P2035,39,Male,MA B.Ed,Brahmin,Business,urban,Hindu,157,,2035
P2036,27,Male,MSC B.Ed,Kayastha,IT,rural,Sikh,162,,2036
P2037,32,Female,MSC B.Ed,Brahmin,IT,rural,Hindu,152,,2037
P2038,20,Female,MBA,General,IT,urban,Hindu,152,,2038
P2039,20,Female,B.Tech,Brahmin,IT,urban,Muslim,162,,2039
P2040,31,Male,MA B.Ed,Baisya,Bank,urban,Hindu,152,,2040
P2041,39,Male,MA,Brahmin,20LPA,urban,Sikh,132,,2041
P2042,38,Male,MA,OBC,Pharma Co B'loe,urban,Christian,132,,2042
P2043,29,Female,B.Tech,General,Bank,rural,Hindu,154,,2043
P2044,18,Female,BA,Baisya,Researcg-Scholar-germany,urban,Hindu,154,,2044
P2045,33,Female,LLB,SC,IT,rural,Others,132,,2045
P2046,27,Female,MA,Brahmin,Business,rural,Christian,152,,2046
P2047,39,Male,BA,Sunni,Business,rural,Muslim,157,,2047
P2048,27,Female,BA,Brahmin,12LPA,urban,Hindu,154,,2048
P2049,34,Male,MA B.Ed,SC,MNC-IT,urban,Muslim,132,,2049
P2050,29,Female,B.Tech,OBC,Pharma Co B'loe,rural,Muslim,132,,2050
P2051,28,Male,BA,Kayastha,Bank,urban,Muslim,154,,2051
P2052,25,Male,MSC B.Ed,General,Business,urban,Muslim,152,,2052
P2053,30,Male,MA B.Ed,Swarnakar,MNC-IT,rural,Hindu,152,,2053
P2054,23,Male,MA,SC,15LPA,urban,Hindu,154,,2054
P2055,30,Male,MSC B.Ed,Brahmin,15LPA,urban,Hindu,154,,2055
P2056,18,Male,B.Tech,Sunni,MNC-IT,urban,Hindu,157,,2056
P2057,19,Male,MA B.Ed,Brahmin,Bank,urban,Christian,162,,2057
P2058,22,Male,BA,SC,Digital Marketting B'lore,urban,Hindu,162,,2058
P2059,19,Male,MBA,Brahmin,IT,urban,Hindu,162,,2059
P2060,35,Male,B.Tech,Brahmin,MNC-IT,urban,Hindu,162,,2060
P2061,34,Female,BA,Kayastha,Law Firm,urban,Muslim,132,,2061
P2062,24,Male,BA,General,Law Firm,urban,Hindu,154,,2062
P2063,18,Female,LLB,OBC,15LPA,rural,Muslim,132,,2063
P2064,18,Male,B.Tech MBA,OBC,Law Firm,rural,Muslim,152,,2064
P2065,24,Male,B.Tech MBA,General,MNC-IT,rural,Sikh,157,,2065
P2066,29,Female,MSC B.Ed,Kayastha,Digital Marketting B'lore,rural,Hindu,162,,2066
P2067,38,Male,B.Tech MBA,Baisya,College lecturer,rural,Christian,132,,2067
P2068,22,Male,MBA,OBC,MNC-IT,urban,Hindu,154,,2068
P2069,30,Female,B.Tech,SC,Bank,urban,Christian,162,,2069
P2070,38,Male,MA B.Ed,Brahmin,12LPA,rural,Hindu,132,,2070
P2071,26,Female,BSc,Kayastha,12LPA,rural,Hindu,162,,2071
P2072,32,Female,MSC B.Ed,SC,MNC-IT,rural,Sikh,162,,2072
P2073,39,Female,B.Tech MBA,Brahmin,MNC-IT,rural,Hindu,132,,2073
P2074,29,Female,LLM,Kayastha,Bank,urban,Hindu,162,,2074
P2075,26,Male,Bcom,General,IT,urban,Hindu,154,,2075
P2076,35,Female,MBA,OBC,Hospital Nurse,rural,Sikh,162,,2076
P2077,30,Female,B.Tech MBA,SC,Pharma Co B'loe,urban,Hindu,157,,2077
P2078,23,Male,MA,Barujibi,Researcg-Scholar-germany,rural,Hindu,154,,2078
P2079,39,Male,B.Tech,General,IT,rural,Hindu,162,,2079
P2080,18,Female,MA B.Ed,OBC,Hospital Nurse,urban,Hindu,154,,2080
P2081,26,Female,B.Tech MBA,Sunni,Pharma Co B'loe,urban,Hindu,132,,2081
P2082,33,Male,B.Tech MBA,Kayastha,Business,rural,Hindu,132,,2082
P2083,36,Male,MA,Kayastha,Law Firm,rural,Hindu,154,,2083
P2084,18,Male,BA,Kayastha,Bank,rural,Muslim,157,,2084
P2085,33,Female,MSC B.Ed,Brahmin,MNC-IT,rural,Hindu,157,,2085
P2086,22,Male,B.Tech,Kayastha,College lecturer,rural,Muslim,157,,2086
P2087,28,Male,MBA,Kayastha,IT,urban,Muslim,152,,2087
P2088,27,Male,BA,Kayastha,IT,urban,Muslim,152,,2088
P2089,29,Male,MA,Tili,15LPA,urban,Hindu,162,,2089
P2090,27,Female,MA,Swarnakar,MNC-IT,urban,Muslim,157,,2090
P2091,27,Male,BA,Brahmin,Law Firm,rural,Hindu,162,,2091
P2092,37,Male,MA,Brahmin,IT,rural,Hindu,154,,2092
P2093,33,Male,B.Tech,Kayastha,12LPA,rural,Christian,162,,2093
P2094,31,Male,MBA,OBC,Business,rural,Others,157,,2094
P2095,36,Male,BA,Swarnakar,MNC-IT,rural,Muslim,157,,2095
P2096,23,Female,MA,Kayastha,Law Firm,urban,Hindu,154,,2096
P2097,32,Male,B.Tech,General,IT,rural,Hindu,162,,2097
P2098,35,Female,MBA,Baisya,MNC-IT,urban,Hindu,154,,2098
P2099,28,Male,BA B.Ed,Kayastha,IT,rural,Hindu,152,,2099
P2100,32,Male,MA,Brahmin,MNC-IT,urban,Christian,152,,2100
P2101,29,Male,B.Tech MBA,General,MNC-IT,urban,Others,152,,2101
P2102,32,Female,MA,Kayastha,MNC-IT,urban,Hindu,157,,2102
P2103,39,Male,MA B.Ed,Kayastha,Bank,rural,Christian,152,,2103
P2104,31,Male,BA,Brahmin,College lecturer,rural,Muslim,132,,2104
P2105,35,Female,BA B.Ed,Brahmin,12LPA,urban,Christian,132,,2105
P2106,26,Female,BA,Kayastha,MNC-IT,urban,Hindu,157,,2106
P2107,37,Female,MBA,Brahmin,Business,rural,Hindu,132,,2107
P2108,27,Female,MSC B.Ed,Brahmin,Pharma Co B'loe,rural,Hindu,162,,2108
P2109,35,Male,MA,Kayastha,MNC-IT,rural,Hindu,132,,2109
P2110,27,Male,MA,Brahmin,MNC-IT,urban,Hindu,152,,2110
P2111,39,Female,MA,Baisya,Business,urban,Hindu,132,,2111
P2112,29,Female,MA B.Ed,Barujibi,Business,rural,Hindu,152,,2112
P2113,28,Male,BA,Napit,Law Firm,urban,Others,132,,2113
P2114,27,Male,BSc,Kayastha,MNC-IT,rural,Hindu,162,,2114
P2115,21,Male,MBA,Kayastha,MNC-IT,rural,Muslim,157,,2115
P2116,25,Female,MSC B.Ed,Brahmin,Business,rural,Hindu,132,,2116
P2117,19,Male,B.Tech,Kayastha,College lecturer,urban,Others,162,,2117
P2118,18,Male,BSc,SC,College lecturer,rural,Hindu,162,,2118
P2119,21,Female,MA B.Ed,Kayastha,Researcg-Scholar-germany,rural,Hindu,132,,2119
P2120,24,Male,B.Tech,Kayastha,Bank,rural,Muslim,132,,2120
P2121,31,Female,BA,Brahmin,12LPA,urban,Hindu,132,,2121
P2122,35,Female,MBA,Kayastha,Pharma Co B'loe,rural,Hindu,154,,2122
P2123,19,Male,B.Tech,Kayastha,15LPA,urban,Muslim,152,,2123
P2124,27,Male,MA,Brahmin,IT,urban,Christian,154,,2124
P2125,35,Male,MBA,Kayastha,Hospital Nurse,urban,Hindu,132,,2125
P2126,28,Male,MA B.Ed,Kayastha,20LPA,rural,Hindu,152,,2126
P2127,32,Female,MSC B.Ed,Dutta,Bank,urban,Muslim,162,,2127
P2128,34,Female,MSC B.Ed,OBC,IT,rural,Muslim,152,,2128
P2129,23,Male,MA,SC,Business,rural,Muslim,157,,2129
P2130,34,Male,BA,SC,15LPA,urban,Hindu,152,,2130
P2131,25,Female,MBA,Brahmin,IT,urban,Hindu,154,,2131
P2132,39,Female,MA,OBC,Researcg-Scholar-germany,rural,Hindu,152,,2132
P2133,37,Female,BA,Brahmin,Hospital Nurse,rural,Hindu,157,,2133
P2134,39,Female,MBA,SC,Researcg-Scholar-germany,rural,Muslim,152,,2134
P2135,37,Female,MBA,Kayastha,Law Firm,rural,Christian,162,,2135
P2136,26,Female,BSc,Baisya,Business,urban,Hindu,154,,2136
P2137,29,Female,MA,Brahmin,Bank,urban,Hindu,157,,2137
P2138,27,Male,PhD,Swarnakar,Business,rural,Sikh,152,,2138
P2139,27,Female,MBA,Brahmin,MNC-IT,urban,Muslim,162,,2139
P2140,39,Female,MA B.Ed,General,Hospital Nurse,rural,Muslim,132,,2140
P2141,23,Male,B.Tech MBA,Kayastha,College lecturer,urban,Hindu,152,,2141
P2142,37,Female,MA,Brahmin,College lecturer,urban,Christian,152,,2142
P2143,24,Male,B.Tech,Brahmin,Business,rural,Hindu,152,,2143
P2144,19,Female,BA,Kayastha,MNC-IT,rural,Hindu,152,,2144
P2145,32,Female,MSC B.Ed,Aguri,Bank,urban,Christian,162,,2145
P2146,32,Female,BA B.Ed,OBC,Business,rural,Sikh,162,,2146
P2147,18,Male,BA,Biswas,Bank,rural,Hindu,152,,2147
P2148,20,Female,BA,Tili,IT,urban,Muslim,132,,2148
P2149,30,Male,MA,Tili,Business,rural,Hindu,157,,2149
P2150,39,Female,MA B.Ed,Brahmin,Pharma Co B'loe,rural,Sikh,162,,2150
P2151,22,Female,MA B.Ed,Brahmin,Business,urban,Hindu,152,,2151
P2152,22,Male,BSc,Kayastha,Business,urban,Muslim,132,,2152
P2153,19,Male,MA,Kayastha,12LPA,urban,Hindu,152,,2153
P2154,35,Female,MA B.Ed,SC,20LPA,urban,Hindu,154,,2154
P2155,38,Female,MA B.Ed,OBC,Law Firm,rural,Muslim,152,,2155
P2156,35,Female,PhD,General,MNC-IT,urban,Hindu,157,,2156
P2157,36,Male,B.Tech MBA,OBC,Business,rural,Hindu,152,,2157
P2158,29,Female,MA,General,Bank,urban,Muslim,157,,2158
P2159,22,Female,MBA,Brahmin,Advocate,urban,Hindu,132,,2159
P2160,26,Female,MBA,Brahmin,Digital Marketting B'lore,urban,Hindu,162,,2160
P2161,20,Female,B.Tech,General,Law Firm,urban,Others,152,,2161
P2162,34,Male,MSC B.Ed,OBC,Business,urban,Hindu,157,,2162
P2163,37,Male,MA,Kayastha,College lecturer,rural,Hindu,152,,2163
P2164,22,Male,PhD,Brahmin,MNC-IT,urban,Hindu,154,,2164
P2165,31,Female,MSC B.Ed,Kayastha,Business,urban,Hindu,132,,2165
P2166,28,Male,BA,OBC,IT,urban,Hindu,154,,2166
P2167,31,Male,Bcom,Brahmin,MNC-IT,rural,Christian,152,,2167
P2168,32,Female,BSc,Sadgop,Advocate,urban,Sikh,157,,2168
P2169,37,Male,MA,Baisya,20LPA,rural,Hindu,157,,2169
P2170,28,Male,MA,Baisya,12LPA,rural,Hindu,152,,2170
P2171,25,Female,MBA,Brahmin,IT,rural,Muslim,157,,2171
P2172,21,Male,MA,Brahmin,IT,rural,Hindu,154,,2172
P2173,32,Male,MSC B.Ed,Brahmin,Business,rural,Hindu,162,,2173
P2174,35,Female,MSC B.Ed,Brahmin,MNC-IT,rural,Hindu,154,,2174
P2175,20,Male,B.Tech,Kayastha,IT,rural,Christian,132,,2175
P2176,37,Female,BSc,SC,Advocate,rural,Hindu,152,,2176
P2177,25,Male,B.Tech MBA,Mukherjee,Business,rural,Hindu,157,,2177
P2178,37,Male,MSC B.Ed,Kayastha,IT,rural,Hindu,162,,2178
P2179,31,Female,MA,OBC,Business,urban,Hindu,162,,2179
P2180,23,Female,BA,Brahmin,IT,rural,Hindu,132,,2180
P2181,20,Female,MBA,Swarnakar,Bank,urban,Hindu,152,,2181
P2182,39,Female,MA B.Ed,Brahmin,20LPA,urban,Hindu,162,,2182
P2183,27,Male,B.Tech,Brahmin,Pharma Co B'loe,rural,Hindu,152,,2183
P2184,27,Female,MA B.Ed,OBC,Researcg-Scholar-germany,rural,Muslim,157,,2184
P2185,27,Male,MA,Brahmin,Bank,rural,Sikh,132,,2185
P2186,18,Male,MSC B.Ed,Baisya,Digital Marketting B'lore,urban,Hindu,157,,2186
P2187,21,Female,MBA,Sunni,20LPA,urban,Hindu,162,,2187
P2188,38,Female,MSC B.Ed,Kayastha,Digital Marketting B'lore,urban,Hindu,162,,2188
P2189,36,Female,MA,Sunni,Digital Marketting B'lore,rural,Muslim,162,,2189
P2190,35,Female,MA,Brahmin,Business,urban,Hindu,132,,2190
P2191,30,Male,MA B.Ed,SC,IT,urban,Hindu,162,,2191
P2192,29,Male,BSc,Brahmin,Researcg-Scholar-germany,urban,Sikh,157,,2192
P2193,21,Male,B.Tech,Brahmin,College lecturer,urban,Hindu,152,,2193
P2194,27,Female,B.Tech MBA,OBC,Business,rural,Hindu,162,,2194
P2195,21,Female,BSc,Brahmin,20LPA,urban,Hindu,157,,2195
P2196,27,Male,MSC B.Ed,SC,Business,urban,Hindu,154,,2196
P2197,32,Male,MSC B.Ed,Kayastha,Advocate,rural,Hindu,154,,2197
P2198,18,Female,MBA,OBC,College lecturer,rural,Hindu,157,,2198
P2199,35,Male,BA,Kayastha,IT,rural,Muslim,157,,2199
P2200,24,Female,MBA,Kayastha,IT,rural,Hindu,162,,2200
P2201,18,Male,BA,Sunni,College lecturer,urban,Hindu,154,,2201
P2202,38,Female,MBA,SC,Bank,urban,Hindu,152,,2202
P2203,29,Male,MA B.Ed,Kayastha,IT,rural,Hindu,162,,2203
P2204,38,Female,MA,Swarnakar,Business,urban,Sikh,154,,2204
P2205,22,Female,PhD,Kayastha,Bank,rural,Muslim,154,,2205
P2206,34,Female,MSC B.Ed,Brahmin,Business,urban,Hindu,152,,2206
P2207,25,Male,MA,Baisya,20LPA,urban,Hindu,154,,2207
P2208,22,Female,LLB,Kayastha,Advocate,rural,Christian,154,,2208
P2209,24,Female,MA B.Ed,General,Digital Marketting B'lore,urban,Muslim,132,,2209
P2210,23,Female,B.Tech,SC,MNC-IT,rural,Christian,152,,2210
P2211,18,Female,B.Tech,Kayastha,IT,urban,Hindu,132,,2211
P2212,34,Female,B.Tech,Kayastha,Advocate,rural,Hindu,132,,2212
P2213,23,Male,BSc,General,Business,rural,Muslim,157,,2213
P2214,23,Male,MBA,Brahmin,Law Firm,rural,Sikh,162,,2214
P2215,28,Female,MSC B.Ed,Brahmin,MNC-IT,rural,Hindu,162,,2215
P2216,28,Female,BA,Brahmin,Researcg-Scholar-germany,urban,Muslim,157,,2216
P2217,34,Male,BA,Tili,Researcg-Scholar-germany,urban,Hindu,132,,2217
P2218,26,Female,MA B.Ed,Brahmin,IT,rural,Hindu,157,,2218
P2219,31,Female,MBA,General,Law Firm,rural,Muslim,162,,2219
P2220,37,Female,B.Tech MBA,OBC,MNC-IT,urban,Hindu,157,,2220
P2221,19,Male,BA,Sunni,Hospital Nurse,urban,Others,162,,2221
P2222,35,Female,LLM,Kayastha,Advocate,urban,Christian,132,,2222
P2223,21,Female,B.Tech,Kayastha,Bank,urban,Hindu,132,,2223
P2224,25,Male,BA,Baisya,Hospital Nurse,rural,Hindu,162,,2224
P2225,21,Male,BA,Brahmin,Business,rural,Hindu,157,,2225
P2226,18,Female,MSC B.Ed,Brahmin,Law Firm,urban,Hindu,157,,2226
P2227,37,Female,MBA,Kayastha,MNC-IT,urban,Hindu,154,,2227
P2228,22,Male,BA,OBC,IT,urban,Muslim,162,,2228
P2229,24,Female,PhD,Sunni,Business,urban,Hindu,152,,2229
P2230,38,Female,MA,Baisya,Pharma Co B'loe,rural,Hindu,132,,2230
P2231,23,Female,MBA,Baisya,IT,rural,Christian,162,,2231
P2232,27,Female,MSC B.Ed,Brahmin,20LPA,urban,Christian,152,,2232
P2233,29,Female,B.Tech MBA,Sunni,Digital Marketting B'lore,rural,Hindu,162,,2233
P2234,20,Female,B.Tech MBA,Brahmin,IT,rural,Hindu,162,,2234
P2235,37,Male,BA,Baisya,MNC-IT,urban,Christian,154,,2235
P2236,20,Female,MA,Brahmin,Business,urban,Hindu,162,,2236
P2237,38,Female,MA,Kayastha,MNC-IT,urban,Muslim,154,,2237
P2238,25,Female,MA B.Ed,Kayastha,MNC-IT,rural,Hindu,154,,2238
P2239,24,Female,LLB,Kayastha,IT,urban,Christian,162,,2239
P2240,37,Male,MSC B.Ed,Sunni,Business,rural,Muslim,162,,2240
P2241,31,Male,BA,Kayastha,Hospital Nurse,rural,Christian,162,,2241
P2242,38,Female,MA,Brahmin,Business,urban,Hindu,162,,2242
P2243,31,Female,B.Tech MBA,OBC,Law Firm,rural,Muslim,132,,2243
P2244,35,Female,MBA,Baisya,Researcg-Scholar-germany,urban,Muslim,162,,2244
P2245,20,Male,MSC B.Ed,Kayastha,Pharma Co B'loe,urban,Hindu,132,,2245
P2246,20,Female,MBA,OBC,Business,urban,Hindu,154,,2246
P2247,37,Female,BA,Kayastha,IT,urban,Hindu,162,,2247
P2248,29,Male,MA,OBC,Business,urban,Muslim,132,,2248
P2249,26,Female,MBA,Baisya,IT,urban,Hindu,157,,2249
P2250,32,Female,MBA,OBC,Business,urban,Muslim,162,,2250
P2251,38,Female,BA,Brahmin,MNC-IT,rural,Muslim,157,,2251
P2252,25,Female,MSC B.Ed,Kayastha,Law Firm,rural,Hindu,154,,2252
P2253,22,Female,B.Tech MBA,Tili,Advocate,urban,Hindu,162,,2253
P2254,33,Female,MSC B.Ed,Kayastha,15LPA,urban,Hindu,157,,2254
P2255,32,Male,LLB,Kayastha,Business,urban,Hindu,152,,2255
P2256,22,Male,MA,General,Business,rural,Others,154,,2256
P2257,27,Male,MA B.Ed,Brahmin,MNC-IT,rural,Hindu,152,,2257
P2258,23,Male,B.Tech MBA,Biswas,IT,urban,Muslim,162,,2258
P2259,33,Male,B.Tech,OBC,Law Firm,urban,Hindu,154,,2259
P2260,20,Female,MA B.Ed,OBC,15LPA,rural,Hindu,152,,2260
P2261,36,Male,B.Tech,Kayastha,Business,rural,Others,157,,2261
P2262,21,Male,MA,Brahmin,IT,urban,Muslim,154,,2262
P2263,34,Male,BA,Kayastha,MNC-IT,rural,Hindu,152,,2263
P2264,20,Female,MBA,Baisya,Business,urban,Hindu,162,,2264
P2265,37,Male,B.Tech MBA,Baisya,College lecturer,urban,Hindu,157,,2265
P2266,30,Male,B.Tech,SC,20LPA,rural,Sikh,157,,2266
P2267,38,Male,BA,Chatterjee,MNC-IT,urban,Hindu,154,,2267
P2268,31,Female,MA B.Ed,SC,Business,rural,Muslim,157,,2268
P2269,34,Male,B.Tech MBA,Kayastha,MNC-IT,rural,Muslim,157,,2269
P2270,27,Male,B.Tech MBA,Brahmin,Advocate,urban,Hindu,157,,2270
P2271,26,Female,BA,General,12LPA,rural,Christian,162,,2271
P2272,27,Female,BA,Brahmin,Pharma Co B'loe,rural,Christian,154,,2272
P2273,23,Female,B.Tech,Brahmin,Pharma Co B'loe,rural,Hindu,152,,2273
P2274,32,Female,BA,Kayastha,Bank,rural,Hindu,152,,2274
P2275,34,Female,MA,SC,15LPA,rural,Hindu,154,,2275
P2276,30,Female,LLM,Brahmin,MNC-IT,urban,Hindu,152,,2276
P2277,31,Male,BA,OBC,IT,urban,Hindu,152,,2277
P2278,37,Male,MSC B.Ed,Brahmin,15LPA,rural,Hindu,132,,2278
P2279,18,Male,BA,Brahmin,Bank,rural,Hindu,132,,2279
P2280,25,Female,LLB,Kayastha,IT,rural,Muslim,157,,2280
P2281,33,Male,BSc,Kayastha,Business,rural,Others,132,,2281
P2282,27,Male,MA,Brahmin,12LPA,urban,Muslim,154,,2282
P2283,29,Female,MA B.Ed,SC,IT,rural,Muslim,152,,2283
P2284,37,Female,BA,SC,IT,rural,Christian,132,,2284
P2285,35,Female,PhD,Sunni,Law Firm,rural,Muslim,132,,2285
P2286,22,Male,MA,Sunni,Researcg-Scholar-germany,rural,Hindu,154,,2286
P2287,34,Male,LLM,Kayastha,Business,rural,Muslim,154,,2287
P2288,31,Male,MBA,SC,20LPA,rural,Hindu,157,,2288
P2289,26,Female,BA,Swarnakar,Hospital Nurse,urban,Muslim,162,,2289
P2290,38,Male,B.Tech,Kayastha,Law Firm,rural,Hindu,157,,2290
P2291,28,Male,MBA,Tambuli,Business,urban,Hindu,152,,2291
P2292,32,Female,MSC B.Ed,General,Advocate,rural,Muslim,132,,2292
P2293,35,Female,B.Tech,General,MNC-IT,urban,Hindu,152,,2293
P2294,28,Female,MA B.Ed,Sunni,Law Firm,urban,Hindu,162,,2294
P2295,28,Female,MA B.Ed,General,College lecturer,urban,Sikh,154,,2295
P2296,26,Female,MSC B.Ed,Kayastha,IT,urban,Hindu,152,,2296
P2297,29,Male,MSC B.Ed,General,Bank,rural,Hindu,157,,2297
P2298,28,Female,B.Tech,Brahmin,Hospital Nurse,urban,Hindu,157,,2298
P2299,20,Female,PhD,Brahmin,IT,urban,Muslim,154,,2299
P2300,25,Male,B.Tech MBA,Napit,Business,urban,Hindu,162,,2300
P2301,37,Female,B.Tech,Kayastha,MNC-IT,urban,Christian,152,,2301
P2302,26,Female,BSc,Brahmin,12LPA,rural,Hindu,152,,2302
P2303,38,Female,LLM,Baisya,IT,rural,Hindu,157,,2303
P2304,22,Male,MBA,Kayastha,12LPA,urban,Hindu,157,,2304
P2305,39,Male,B.Tech MBA,Kayastha,Advocate,urban,Hindu,152,,2305
P2306,29,Female,B.Tech MBA,Brahmin,Law Firm,rural,Christian,152,,2306
