UserID,Age,Gender,Education,Caste,Profession,Religion,Residence,Height_cm,Extras
657,34,Female,MSC B.Ed,Kayastha,IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
658,37,Female,BA B.Ed,SC,15LPA,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
659,34,Female,MBA,Kayastha,20LPA,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
660,26,Male,MA,General,IT,Others,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
661,31,Male,BSc,Kayastha,IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
662,36,Male,MA,Brahmin,IT,Sikh,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
663,31,Female,MBA,Sunni,IT,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
664,30,Male,MA,General,Law Firm,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
665,22,Female,BSc,Sunni,MNC-IT,Christian,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
666,29,Female,MA,Brahmin,IT,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
667,30,Male,MA,Sunni,MNC-IT,Sikh,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
668,36,Female,MA B.Ed,Kayastha,IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
669,27,Male,BA,Swarnakar,15LPA,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
670,26,Female,B.Tech,SC,MNC-IT,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
671,21,Male,BSc,Swarnakar,MNC-IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
672,30,Male,MA B.Ed,Kayastha,15LPA,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
673,28,Female,PhD,Kayastha,Pharma Co B'loe,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
674,29,Female,MBA,Chatterjee,MNC-IT,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
675,31,Male,MBA,Brahmin,Bank,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
676,29,Male,MA B.Ed,Kayastha,MNC-IT,Muslim,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
677,29,Female,MBA,Baisya,Business,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
678,33,Male,B.Tech,Brahmin,Pharma Co B'loe,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
679,23,Male,BA,Kayastha,Bank,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
680,33,Male,MA B.Ed,SC,IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
681,38,Male,MA B.Ed,Kayastha,MNC-IT,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
682,32,Male,MA B.Ed,General,Business,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
683,24,Male,B.Tech,Kayastha,IT,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
684,26,Male,MSC B.Ed,Brahmin,Hospital Nurse,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
685,33,Male,BA,Brahmin,MNC-IT,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
686,37,Male,B.Tech MBA,Sunni,Bank,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
687,29,Female,B.Tech,SC,12LPA,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
688,29,Male,MA,Kayastha,Hospital Nurse,Christian,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
689,21,Female,MBA,OBC,IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
690,23,Female,BA,Brahmin,Business,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
691,22,Female,MA B.Ed,SC,Hospital Nurse,Christian,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
692,38,Male,MSC B.Ed,Kayastha,Digital Marketting B'lore,Sikh,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
693,29,Male,BA,OBC,College lecturer,Others,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
694,21,Female,B.Tech,Kayastha,Business,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
695,21,Male,LLB,Baisya,Business,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
696,24,Female,MBA,Kayastha,Business,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
697,32,Female,MSC B.Ed,Brahmin,Bank,Muslim,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
698,20,Female,B.Tech,General,Hospital Nurse,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
699,25,Female,MSC B.Ed,OBC,College lecturer,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
700,35,Female,MBA,Sunni,Bank,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
701,39,Female,BA,General,Law Firm,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
702,36,Female,PhD,Brahmin,MNC-IT,Christian,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
703,27,Female,MBA,Brahmin,20LPA,Muslim,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
704,20,Male,BA,Baisya,Business,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
705,31,Female,BSc,Kayastha,IT,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
706,23,Male,Bcom,Kayastha,MNC-IT,Christian,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
707,33,Male,MA B.Ed,Brahmin,Business,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
708,29,Female,MA,Kayastha,Bank,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
709,20,Male,MBA,Brahmin,Business,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
710,32,Male,MBA,Kayastha,MNC-IT,Others,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
711,32,Male,MBA,OBC,MNC-IT,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
712,26,Female,BSc,Sunni,IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
713,27,Male,MBA,Kayastha,Business,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
714,29,Female,MA B.Ed,OBC,15LPA,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
715,35,Male,MSC B.Ed,Kayastha,Business,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
716,24,Female,MA,Ganguly,Business,Sikh,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
717,31,Female,MSC B.Ed,Brahmin,15LPA,Others,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
718,30,Female,MA B.Ed,Kayastha,Business,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
719,35,Male,MBA,Brahmin,Advocate,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
720,32,Male,B.Tech MBA,Kayastha,MNC-IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
721,37,Male,B.Tech,OBC,Business,Christian,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
722,22,Female,MSC B.Ed,OBC,Pharma Co B'loe,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
723,26,Female,LLM,Sunni,IT,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
724,18,Male,Bcom,Brahmin,Digital Marketting B'lore,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
725,22,Male,B.Tech,Brahmin,Law Firm,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
726,39,Female,BA,Kayastha,College lecturer,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
727,25,Male,MA,Brahmin,Law Firm,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
728,21,Female,MA B.Ed,OBC,Bank,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
729,35,Male,BSc,Kayastha,Researcg-Scholar-germany,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
730,21,Female,MA,Goala,Business,Christian,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
731,21,Male,MSC B.Ed,General,MNC-IT,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
732,20,Male,MSC B.Ed,Swarnakar,IT,Christian,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
733,25,Male,B.Tech MBA,OBC,Digital Marketting B'lore,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
734,37,Female,MBA,General,IT,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
735,36,Male,MA B.Ed,General,College lecturer,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
736,26,Female,MSC B.Ed,Brahmin,20LPA,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
737,27,Female,MSC B.Ed,OBC,Business,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
738,29,Male,MA B.Ed,Kayastha,Business,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
739,37,Male,MBA,OBC,IT,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
740,19,Male,LLM,SC,Bank,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
741,35,Male,B.Tech,Baisya,12LPA,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
742,19,Male,MBA,Baisya,Researcg-Scholar-germany,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
743,29,Male,B.Tech MBA,Kayastha,Business,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
744,18,Female,B.Tech,Kayastha,Hospital Nurse,Christian,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
745,39,Female,BA,Swarnakar,Bank,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
746,37,Male,MA,OBC,IT,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
747,26,Male,MSC B.Ed,Baisya,IT,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
748,22,Male,BA,Kayastha,15LPA,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
749,31,Female,MA,General,Pharma Co B'loe,Christian,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
750,29,Female,MA B.Ed,SC,MNC-IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
751,35,Male,MA B.Ed,General,IT,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
752,23,Male,BA,Brahmin,Business,Muslim,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
753,35,Male,MA B.Ed,Kayastha,Hospital Nurse,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
754,22,Male,MBA,Kumbhakar,Business,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
755,34,Female,BA,Baisya,MNC-IT,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
756,31,Female,MSC B.Ed,Brahmin,15LPA,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
757,39,Female,MA B.Ed,OBC,IT,Others,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
758,20,Female,MBA,Brahmin,IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
759,18,Male,BA,OBC,Business,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
760,18,Female,MSC B.Ed,OBC,IT,Christian,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
761,31,Female,MA,Baisya,Bank,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
762,19,Female,MA B.Ed,Kayastha,12LPA,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
763,27,Female,MA,Brahmin,MNC-IT,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
764,24,Male,BA,SC,Bank,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
765,30,Female,LLB,Baisya,Bank,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
766,35,Male,MSC B.Ed,Sunni,IT,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
767,31,Female,B.Tech,Brahmin,MNC-IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
768,37,Female,BA,General,Digital Marketting B'lore,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
769,21,Female,PhD,Kayastha,20LPA,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
770,21,Male,MA B.Ed,Baisya,Business,Christian,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
771,21,Male,B.Tech,Brahmin,MNC-IT,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
772,19,Male,BA,Swarnakar,Pharma Co B'loe,Christian,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
773,34,Female,BA,Brahmin,Business,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
774,24,Male,B.Tech,Brahmin,15LPA,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
775,32,Female,BA,Brahmin,Bank,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
776,32,Female,B.Tech MBA,Kayastha,MNC-IT,Christian,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
777,30,Male,MA B.Ed,Sunni,IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
778,28,Female,LLM,Brahmin,IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
779,38,Male,BA,General,Advocate,Christian,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
780,34,Male,MSC B.Ed,Brahmin,IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
781,33,Male,BA,Sunni,MNC-IT,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
782,30,Female,BA,OBC,College lecturer,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
783,25,Female,B.Tech,SC,IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
784,30,Male,MA B.Ed,General,College lecturer,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
785,22,Female,MA B.Ed,Brahmin,IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
786,21,Male,BA,Sunni,MNC-IT,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
787,35,Male,B.Tech MBA,Tili,IT,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
788,18,Male,B.Tech,Brahmin,IT,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
789,38,Female,B.Tech MBA,OBC,12LPA,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
790,32,Male,MSC B.Ed,Kayastha,College lecturer,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
791,34,Female,B.Tech,OBC,MNC-IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
792,30,Male,MA B.Ed,Baisya,Business,Christian,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
793,37,Female,MA,OBC,Business,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
794,31,Male,MA,Brahmin,College lecturer,Christian,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
795,23,Male,BSc,Brahmin,Advocate,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
796,35,Male,MSC B.Ed,Baisya,IT,Christian,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
797,26,Male,BSc,SC,MNC-IT,Muslim,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
798,36,Male,MA,Brahmin,MNC-IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
799,26,Female,MSC B.Ed,Brahmin,Bank,Muslim,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
800,35,Male,LLB,General,IT,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
801,21,Male,BSc,General,Hospital Nurse,Sikh,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
802,19,Female,BA B.Ed,Bhattacharya,Business,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
803,31,Female,MA B.Ed,General,Advocate,Others,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
804,27,Male,MBA,Kayastha,IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
805,32,Female,B.Tech MBA,SC,IT,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
806,39,Female,BA,Kayastha,MNC-IT,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
807,33,Male,MA,Brahmin,Bank,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
808,21,Female,MSC B.Ed,Baisya,MNC-IT,Muslim,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
809,22,Female,MBA,Kayastha,Business,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
810,22,Male,BSc,Kayastha,15LPA,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
811,29,Female,MSC B.Ed,Brahmin,IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
812,18,Male,LLB,OBC,12LPA,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
813,22,Male,MBA,Kayastha,Digital Marketting B'lore,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
814,33,Male,B.Tech MBA,SC,MNC-IT,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
815,36,Female,B.Tech,General,20LPA,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
816,23,Male,MA,Chatterjee,Pharma Co B'loe,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
817,35,Male,MBA,OBC,IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
818,27,Female,MBA,Brahmin,15LPA,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
819,30,Female,MSC B.Ed,SC,Business,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
820,23,Male,BA,Kayastha,Business,Sikh,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
821,36,Female,BA,Kayastha,IT,Others,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
822,26,Female,MA B.Ed,Kayastha,Hospital Nurse,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
823,25,Female,MBA,Brahmin,Digital Marketting B'lore,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
824,37,Female,MA B.Ed,Kayastha,Bank,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
825,26,Male,BA,Brahmin,Business,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
826,32,Female,BA B.Ed,Kayastha,Researcg-Scholar-germany,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
827,34,Female,B.Tech,Kayastha,Digital Marketting B'lore,Others,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
828,32,Female,MSC B.Ed,Kayastha,Digital Marketting B'lore,Others,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
829,38,Male,MBA,General,MNC-IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
830,20,Male,B.Tech,General,MNC-IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
831,29,Female,BA,Kayastha,Law Firm,Christian,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
832,23,Male,MSC B.Ed,Kayastha,15LPA,Christian,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
833,36,Female,LLB,Sunni,Hospital Nurse,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
834,24,Female,MSC B.Ed,Brahmin,Business,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
835,24,Male,MBA,General,Law Firm,Christian,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
836,39,Male,LLM,SC,MNC-IT,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
837,21,Female,MA B.Ed,OBC,MNC-IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
838,28,Male,B.Tech,Kayastha,IT,Muslim,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
839,30,Female,MA B.Ed,Brahmin,Bank,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
840,25,Female,MA,SC,Pharma Co B'loe,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
841,37,Female,MA,Kayastha,Researcg-Scholar-germany,Christian,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
842,22,Male,B.Tech,Swarnakar,Business,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}"
843,18,Female,BA,Sunni,Pharma Co B'loe,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
844,19,Female,BA B.Ed,General,Business,Others,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
845,33,Male,BA,Brahmin,Bank,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}"
846,26,Female,LLM,Kayastha,Business,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
847,20,Female,MA,Brahmin,Bank,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
848,33,Male,MBA,OBC,Digital Marketting B'lore,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
849,34,Female,BA,Kayastha,Business,Muslim,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
850,39,Male,MBA,Kayastha,Digital Marketting B'lore,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
851,22,Female,MA,General,MNC-IT,Sikh,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
852,29,Male,BA B.Ed,Baisya,MNC-IT,Hindu,urban,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}"
853,20,Female,MBA,Baisya,Bank,Hindu,urban,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}"
