UserID,Age,Genedr,Education,Caste,Profession,Religion,residence,Height_cm,Extras,PreferenceID
U722,22,Female,MBA,Swarnakar,Digital Marketting B'lore,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P722
U723,26,Female,MA,OBC,Law Firm,Others,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P723
U724,18,Male,B.Tech MBA,OBC,20LPA,Sikh,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P724
U725,22,Male,B.Tech,OBC,MNC-IT,Muslim,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P725
U726,39,Female,B.Tech MBA,Swarnakar,Business,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P726
U727,25,Male,BA,Baisya,15LPA,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P727
U728,21,Female,PhD,Brahmin,20LPA,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P728
U729,35,Male,MSC B.Ed,SC,IT,Christian,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P729
U730,21,Female,MBA,General,MNC-IT,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P730
U731,21,Male,MA,Brahmin,Bank,Christian,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P731
U732,20,Male,MBA,SC,Business,Muslim,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P732
U733,25,Male,MSC B.Ed,OBC,15LPA,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P733
U734,37,Female,MA,Brahmin,IT,Muslim,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P734
U735,36,Male,MBA,OBC,Bank,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P735
U736,26,Female,LLM,OBC,Digital Marketting B'lore,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P736
U737,27,Female,B.Tech,Brahmin,IT,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P737
U738,29,Male,MSC B.Ed,Kayastha,20LPA,Christian,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P738
U739,37,Male,MA,General,20LPA,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P739
U740,19,Male,MBA,General,Business,Christian,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P740
U741,35,Male,BA,Brahmin,MNC-IT,Christian,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P741
U742,19,Male,B.Tech,SC,Bank,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P742
U743,29,Male,MBA,General,MNC-IT,Christian,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P743
U744,18,Female,MSC B.Ed,Kayastha,Business,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P744
U745,39,Female,BA,OBC,IT,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P745
U746,37,Male,MA,Kayastha,MNC-IT,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P746
U747,26,Male,MBA,Kayastha,Business,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P747
U748,22,Male,B.Tech,General,MNC-IT,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P748
U749,31,Female,MSC B.Ed,Brahmin,12LPA,Muslim,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P749
U750,29,Female,MBA,SC,College lecturer,Christian,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P750
U751,35,Male,MSC B.Ed,Ganguly,Business,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P751
U752,23,Male,MBA,Kayastha,Business,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P752
U753,35,Male,MA,Kayastha,IT,Christian,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P753
U754,22,Male,MA,Banik,MNC-IT,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P754
U755,34,Female,MSC B.Ed,Brahmin,Pharma Co B'loe,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P755
U756,31,Female,B.Tech,General,IT,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P756
U757,39,Female,MBA,Goala,20LPA,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P757
U758,20,Female,MBA,Tambuli,Business,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P758
U759,18,Male,MBA,Kayastha,IT,Others,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P759
U760,18,Female,MA,Kayastha,MNC-IT,Christian,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P760
U761,31,Female,BA,Kayastha,College lecturer,Christian,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P761
U762,19,Female,B.Tech MBA,Brahmin,15LPA,Christian,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P762
U763,27,Female,MA,Brahmin,IT,Muslim,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P763
U764,24,Male,MBA,Baisya,Pharma Co B'loe,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P764
U765,30,Female,MBA,Brahmin,Business,Christian,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P765
U766,35,Male,BSc,Brahmin,Business,Sikh,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P766
U767,31,Female,MSC B.Ed,Kayastha,IT,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P767
U768,37,Female,B.Tech,Brahmin,12LPA,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P768
U769,21,Female,MSC B.Ed,Brahmin,College lecturer,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P769
U770,21,Male,MBA,Kayastha,MNC-IT,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P770
U771,21,Male,B.Tech,OBC,Business,Muslim,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P771
U772,19,Male,BA,Brahmin,MNC-IT,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P772
U773,34,Female,BA,SC,12LPA,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P773
U774,24,Male,MSC B.Ed,Kayastha,College lecturer,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P774
U775,32,Female,MA,Brahmin,Bank,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P775
U776,32,Female,MA B.Ed,SC,Hospital Nurse,Christian,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P776
U777,30,Male,B.Tech,Brahmin,Researcg-Scholar-germany,Others,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P777
U778,28,Female,PhD,SC,IT,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P778
U779,38,Male,B.Tech,Kayastha,Business,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P779
U780,34,Male,MBA,OBC,IT,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P780
U781,33,Male,B.Tech,Brahmin,Business,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P781
U782,30,Female,BA,Brahmin,20LPA,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P782
U783,25,Female,MBA,OBC,Pharma Co B'loe,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P783
U784,30,Male,BA,Kayastha,Business,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P784
U785,22,Female,PhD,Roy,College lecturer,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P785
U786,21,Male,MA,Brahmin,Researcg-Scholar-germany,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P786
U787,35,Male,MA,Brahmin,IT,Muslim,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P787
U788,18,Male,B.Tech,OBC,MNC-IT,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P788
U789,38,Female,B.Tech,Tili,20LPA,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P789
U790,32,Male,BA,Kayastha,12LPA,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P790
U791,34,Female,BA B.Ed,Brahmin,IT,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P791
U792,30,Male,BA B.Ed,Brahmin,College lecturer,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P792
U793,37,Female,BA,Brahmin,20LPA,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P793
U794,31,Male,BA,General,Law Firm,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P794
U795,23,Male,BA,Chatterjee,12LPA,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P795
U796,35,Male,MA,Baisya,Digital Marketting B'lore,Sikh,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P796
U797,26,Male,B.Tech MBA,Kayastha,Business,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P797
U798,36,Male,B.Tech,Kayastha,Researcg-Scholar-germany,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P798
U799,26,Female,MSC B.Ed,Kayastha,Researcg-Scholar-germany,Muslim,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P799
U800,35,Male,BSc,Goala,MNC-IT,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P800
U801,21,Male,MA B.Ed,General,MNC-IT,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P801
U802,19,Female,MA B.Ed,Sunni,Pharma Co B'loe,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P802
U803,31,Female,MA,Brahmin,Law Firm,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P803
U804,27,Male,MSC B.Ed,OBC,College lecturer,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P804
U805,32,Female,MA B.Ed,Kayastha,Business,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P805
U806,39,Female,BA B.Ed,Kayastha,15LPA,Christian,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P806
U807,33,Male,MA,General,MNC-IT,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P807
U808,21,Female,MSC B.Ed,SC,Hospital Nurse,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P808
U809,22,Female,MA,OBC,20LPA,Christian,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P809
U810,22,Male,BA,OBC,Bank,Christian,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P810
U811,29,Female,MA,Brahmin,College lecturer,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P811
U812,18,Male,B.Tech MBA,Baisya,15LPA,Christian,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P812
U813,22,Male,MBA,Baisya,Digital Marketting B'lore,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P813
U814,33,Male,MBA,SC,12LPA,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P814
U815,36,Female,BA B.Ed,SC,Business,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P815
U816,23,Male,B.Tech,Baisya,Business,Sikh,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P816
U817,35,Male,B.Tech,Brahmin,IT,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P817
U818,27,Female,B.Tech,Kayastha,15LPA,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P818
U819,30,Female,PhD,Brahmin,Digital Marketting B'lore,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P819
U820,23,Male,MBA,Tili,Law Firm,Sikh,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P820
U821,36,Female,B.Tech,General,Pharma Co B'loe,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P821
U822,26,Female,MA B.Ed,Brahmin,IT,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P822
U823,25,Female,PhD,Brahmin,12LPA,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P823
U824,37,Female,BA,Sunni,IT,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P824
U825,26,Male,MSC B.Ed,OBC,Bank,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P825
U826,32,Female,BA,Baisya,Business,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P826
U827,34,Female,MA,SC,MNC-IT,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P827
U828,32,Female,MA,SC,Business,Christian,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P828
U829,38,Male,MSC B.Ed,Brahmin,MNC-IT,Christian,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P829
U830,20,Male,B.Tech,Brahmin,IT,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P830
U831,29,Female,B.Tech MBA,Baisya,Bank,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P831
U832,23,Male,MA,OBC,IT,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P832
U833,36,Female,MSC B.Ed,Tili,12LPA,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P833
U834,24,Female,BA,Kayastha,MNC-IT,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P834
U835,24,Male,MA,Ganguly,Business,Muslim,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P835
U836,39,Male,MBA,Sunni,12LPA,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P836
U837,21,Female,B.Tech MBA,Brahmin,Business,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P837
U838,28,Male,MA,Kayastha,15LPA,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P838
U839,30,Female,MA,Swarnakar,MNC-IT,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P839
U840,25,Female,LLB,Brahmin,MNC-IT,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P840
U841,37,Female,BA,SC,12LPA,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P841
U842,22,Male,B.Tech,Kayastha,Advocate,Christian,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P842
U843,18,Female,LLM,General,Business,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P843
U844,19,Female,BSc,General,Bank,Sikh,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P844
U845,33,Male,B.Tech,Kayastha,Bank,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P845
U846,26,Female,B.Tech,Kayastha,Hospital Nurse,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P846
U847,20,Female,B.Tech,Sunni,IT,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P847
U848,33,Male,MBA,General,Advocate,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P848
U849,34,Female,Bcom,SC,IT,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P849
U850,39,Male,MSC B.Ed,Kayastha,IT,Christian,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P850
U851,22,Female,MA B.Ed,Kayastha,IT,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P851
U852,29,Male,BSc,Brahmin,Advocate,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P852
U853,20,Female,B.Tech MBA,Brahmin,12LPA,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P853
U854,27,Female,BSc,General,Digital Marketting B'lore,Muslim,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P854
U855,31,Female,B.Tech MBA,Kayastha,15LPA,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P855
U856,30,Female,MSC B.Ed,SC,Business,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P856
U857,23,Female,MBA,Banerjee,20LPA,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P857
U858,28,Female,PhD,Kayastha,Researcg-Scholar-germany,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P858
U859,35,Female,MSC B.Ed,SC,MNC-IT,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P859
U860,27,Female,MBA,SC,Business,Christian,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P860
U861,27,Female,MSC B.Ed,Baisya,Advocate,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P861
U862,30,Female,BA B.Ed,Swarnakar,Business,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P862
U863,27,Male,MA B.Ed,SC,Advocate,Muslim,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P863
U864,35,Male,BA,Brahmin,MNC-IT,Sikh,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P864
U865,18,Female,PhD,Sunni,Business,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P865
U866,35,Male,BA,Baisya,Business,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P866
U867,37,Female,BA,General,MNC-IT,Christian,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P867
U868,31,Male,MSC B.Ed,General,Advocate,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P868
U869,24,Female,BA,General,Advocate,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P869
U870,31,Male,MA,OBC,20LPA,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P870
U871,28,Male,BA,OBC,IT,Others,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P871
U872,31,Male,MBA,General,MNC-IT,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P872
U873,35,Female,BA,Brahmin,MNC-IT,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P873
U874,37,Female,BA,SC,Digital Marketting B'lore,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P874
U875,20,Female,MSC B.Ed,Baisya,IT,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P875
U876,39,Female,BA,SC,Advocate,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P876
U877,26,Female,BA,Kayastha,Business,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P877
U878,34,Female,Bcom,Brahmin,MNC-IT,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P878
U879,39,Female,MA,Brahmin,Business,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P879
U880,29,Male,MA,Brahmin,Hospital Nurse,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P880
U881,35,Male,MA B.Ed,Brahmin,IT,Others,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P881
U882,39,Male,MBA,Kayastha,Hospital Nurse,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P882
U883,32,Female,BA,Kayastha,Business,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P883
U884,18,Female,BA,Kayastha,Business,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P884
U885,22,Female,BA,OBC,College lecturer,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P885
U886,31,Male,MA B.Ed,General,Pharma Co B'loe,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P886
U887,24,Female,BA,Brahmin,12LPA,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P887
U888,19,Female,MA,Swarnakar,IT,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P888
U889,26,Female,BSc,Brahmin,IT,Christian,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P889
U890,23,Male,LLB,OBC,MNC-IT,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P890
U891,20,Female,BA B.Ed,General,Bank,Muslim,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P891
U892,36,Female,MBA,Brahmin,Business,Others,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P892
U893,29,Female,MA,Tili,Digital Marketting B'lore,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P893
U894,30,Male,MA,OBC,MNC-IT,Christian,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P894
U895,24,Male,MA B.Ed,Brahmin,MNC-IT,Muslim,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P895
U896,27,Female,LLM,General,Bank,Christian,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P896
U897,33,Female,BA,Kayastha,Business,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P897
U898,37,Male,MSC B.Ed,Sunni,Business,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P898
U899,37,Male,MA,Baisya,15LPA,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P899
U900,38,Male,BA,OBC,Hospital Nurse,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P900
U901,23,Female,B.Tech,Brahmin,Digital Marketting B'lore,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P901
U902,36,Male,BA,Kayastha,15LPA,Others,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P902
U903,36,Female,BA B.Ed,Brahmin,15LPA,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P903
U904,39,Female,MSC B.Ed,General,IT,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""No""}",P904
U905,25,Male,MSC B.Ed,Kayastha,Hospital Nurse,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P905
U906,36,Male,B.Tech,Baisya,Advocate,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P906
U907,20,Male,MBA,Brahmin,Business,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""Yes""}",P907
U908,37,Female,B.Tech MBA,Kayastha,MNC-IT,Christian,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P908
U909,34,Male,B.Tech,Kayastha,Bank,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P909
U910,20,Male,MBA,Kumbhakar,20LPA,Hindu,rural,132,"{""Urban_Rural"": ""Urban"", ""Spouse_Working"": ""No""}",P910
U911,37,Female,B.Tech MBA,SC,Researcg-Scholar-germany,Hindu,rural,132,"{""Urban_Rural"": ""Rural"", ""Spouse_Working"": ""Yes""}",P911
