PreferenceID,Age,Gender,Education,Caste,Profession,Residence,Religion,Height_cm,Extras,userID
P1502,21,Female,MSC B.Ed,Brahmin,MBA 35LPA,rural,Hindu,162,,1502
P1503,27,Male,MBA,General,Bank,rural,Hindu,154,,1503
P1504,18,Male,B.Tech,Kayastha,IT,urban,Hindu,157,,1504
P1505,30,Male,MA,Kayastha,MNC-IT,rural,Hindu,154,,1505
P1506,38,Female,MSC B.Ed,Kayastha,Law Firm,rural,Hindu,162,,1506
P1507,24,Female,MBA,Kayastha,IT,urban,Hindu,157,,1507
P1508,25,Female,B.Tech MBA,Brahmin,IT,rural,Muslim,157,,1508
P1509,25,Female,NIT,Kayastha,Business,urban,Hindu,154,,1509
P1510,35,Male,MA B.Ed,Kayastha,MNC-IT,rural,Hindu,154,,1510
P1511,38,Male,MSC B.Ed,Kayastha,IT Engineer(U.K.),urban,Others,152,,1511
P1512,20,Male,B.Tech,Kayastha,MNC 9LPA,urban,Hindu,154,,1512
P1513,21,Female,B.Tech MBA,Brahmin,MNC 9LPA,urban,Hindu,132,,1513
P1514,38,Female,M.Tech,Brahmin,Business,rural,Hindu,157,,1514
P1515,36,Female,MBA,General,Railway Asst. Engineer,urban,Hindu,132,,1515
P1516,22,Male,MA,Kayastha,IT,rural,Hindu,162,,1516
P1517,37,Male,MSC B.Ed,Kayastha,Officer in Central Govt.,rural,Hindu,157,,1517
P1518,22,Female,MBA,Kayastha,Business,urban,Hindu,157,,1518
P1519,32,Male,B.Tech MBA,Kayastha,B.Tech 15LPA,rural,Hindu,162,,1519
P1520,37,Male,B.Tech MBA,Sunni,MBA 12LPA,rural,Hindu,157,,1520
P1521,31,Male,NIT,Kayastha,Working at Indian Oil 14LPA,urban,Hindu,162,,1521
P1522,32,Female,MBA,Brahmin,IT,urban,Hindu,152,,1522
P1523,27,Female,MSC B.Ed,Mukherjee,Govt job,rural,Muslim,154,,1523
P1524,36,Male,MBA,Mahishya,Researcg-Scholar-germany,urban,Hindu,132,,1524
P1525,35,Male,M.Tech,Brahmin,MNC-IT,rural,Christian,152,,1525
P1526,29,Female,MSC B.Ed,Brahmin,Working IN U.S.,rural,Muslim,162,,1526
P1527,29,Male,B.Tech,Banerjee,MBA 35LPA,urban,Hindu,157,,1527
P1528,27,Female,MA B.Ed,Brahmin,Advocate,urban,Hindu,162,,1528
P1529,30,Female,"M.Tech,PHD",Kayastha,MBA-10LPA,rural,Hindu,154,,1529
P1530,26,Female,B.Tech,Kayastha,MBA 35LPA,urban,Hindu,154,,1530
P1531,19,Female,B.com,Brahmin,Bank Manager,urban,Hindu,154,,1531
P1532,20,Male,B.Tech,Kayastha,MNC,urban,Hindu,157,,1532
P1533,33,Male,PhD,Kayastha,MNC,rural,Hindu,154,,1533
P1534,20,Male,MA,Kayastha,B.Tech 10LPA,urban,Hindu,152,,1534
P1535,33,Female,MBA,Brahmin,Project Manager at IBM-35LPA,urban,Hindu,157,,1535
P1536,19,Male,MA,Kayastha,Researcg-Scholar-germany,urban,Hindu,154,,1536
P1537,35,Female,MA B.Ed,Kayastha,MNC 18LPA,urban,Hindu,162,,1537
P1538,20,Male,MBA,Brahmin,Bank Manager,urban,Hindu,152,,1538
P1539,35,Male,B.Tech,Namasudra,Bank,rural,Hindu,152,,1539
P1540,24,Female,MBA,Brahmin,Govt job,rural,Hindu,132,,1540
P1541,24,Female,B.Tech,Mahishya,MNC-IT,rural,Hindu,154,,1541
P1542,39,Male,B.Tech,Baisya,Working at Indian Oil 14LPA,urban,Hindu,162,,1542
P1543,29,Male,MBA,Kayastha,Pharma Co B'loe,rural,Christian,152,,1543
P1544,20,Female,B.Tech,Kayastha,Bank,rural,Hindu,152,,1544
P1545,27,Male,MBA,Kayastha,Railway Asst. Engineer,rural,Hindu,157,,1545
P1546,39,Female,B.Tech,Kayastha,Advocate,rural,Hindu,152,,1546
P1547,18,Female,M.Tech,Brahmin,Business,rural,Hindu,154,,1547
P1548,36,Male,MBA,Brahmin,M.Teach 14LPA,rural,Hindu,154,,1548
P1549,18,Male,MBA,Brahmin,Bank,urban,Hindu,132,,1549
P1550,31,Male,MSC B.Ed,Tili,MBA 12LPA,urban,Hindu,154,,1550
P1551,31,Female,MSC B.Ed,Sunni,B.Tech MBA Pvt 10LPA,urban,Hindu,132,,1551
P1552,18,Male,MBA,Kayastha,Working IN U.S.,rural,Hindu,162,,1552
P1553,37,Male,BA,Kayastha,Asst Professor in Govt College,rural,Hindu,162,,1553
P1554,36,Male,PhD,Brahmin,MBA 35LPA,rural,Hindu,152,,1554
P1555,31,Male,MBA,Kayastha,Law Firm,rural,Hindu,162,,1555
P1556,28,Male,MA B.Ed,Tili,IT Engineer(U.K.),urban,Hindu,132,,1556
P1557,28,Female,BA,Namasudra,B.Tech 10LPA,urban,Hindu,154,,1557
P1558,38,Male,MA,Mukherjee,Bank,urban,Hindu,154,,1558
P1559,34,Male,MBBS,Brahmin,Researcg-Scholar-germany,rural,Hindu,154,,1559
P1560,38,Male,MBA,Kayastha,Asst Professor in Govt College,rural,Hindu,162,,1560
P1561,33,Female,IIT,Brahmin,Advocate,rural,Hindu,152,,1561
P1562,30,Male,B.Tech,Brahmin,MNC,urban,Hindu,157,,1562
P1563,24,Male,BA,Kayastha,MNC-IT,urban,Hindu,152,,1563
P1564,36,Female,"M.SC,PHD",Brahmin,Bank Manager,rural,Hindu,152,,1564
P1565,36,Male,MBA,Brahmin,Professor,urban,Hindu,152,,1565
P1566,36,Male,BA,Subarna Banik,IT,rural,Hindu,154,,1566
P1567,19,Male,BA,Sadgop,Asst Professor in Govt College,rural,Hindu,154,,1567
P1568,24,Male,MSC B.Ed,Kayastha,Asst Professor in Govt College,urban,Hindu,162,,1568
P1569,37,Male,MSC B.Ed,Kayastha,Working IN U.S.,rural,Hindu,152,,1569
P1570,31,Female,B.Tech,Kayastha,Bank,urban,Hindu,152,,1570
P1571,32,Male,MSC B.Ed,Kayastha,Railway Asst. Engineer,urban,Hindu,132,,1571
P1572,32,Male,IIT,Kayastha,MBA 12LPA,urban,Hindu,152,,1572
P1573,24,Male,MSC B.Ed,Brahmin,MNC 9LPA,rural,Hindu,162,,1573
P1574,22,Female,BSc,SC,Advocate,rural,Hindu,132,,1574
P1575,19,Male,MBA,Napit,Business,urban,Hindu,132,,1575
P1576,27,Male,MBBS,Sadgop,Business,rural,Muslim,162,,1576
P1577,32,Male,"M.Tech,PHD",Kayastha,Researcg-Scholar-germany,rural,Hindu,157,,1577
P1578,27,Female,B.Tech,Baisya,MNC 18LPA,rural,Hindu,154,,1578
P1579,32,Female,MBA,Kayastha,Bank Manager,urban,Hindu,152,,1579
P1580,19,Female,MSC B.Ed,Brahmin,Professor,rural,Hindu,132,,1580
P1581,29,Female,NIT,Kayastha,Pharma Co B'loe,urban,Hindu,162,,1581
P1582,29,Male,MA B.Ed,Brahmin,MNC-IT,rural,Hindu,154,,1582
P1583,20,Female,MBA,Mukherjee,IT,rural,Hindu,157,,1583
P1584,38,Male,M.Tech,Brahmin,Business,rural,Hindu,132,,1584
P1585,38,Male,B.Tech,Kayastha,B.Tech 15LPA,rural,Hindu,154,,1585
P1586,22,Female,BSc,Namasudra,Business,rural,Hindu,132,,1586
P1587,30,Female,"M.Tech,PHD",Tili,MNC 9LPA,urban,Hindu,132,,1587
P1588,38,Male,MSC B.Ed,Kayastha,Govt job,rural,Hindu,162,,1588
P1589,28,Female,B.com,Mahishya,Working at TCS,rural,Hindu,154,,1589
P1590,37,Female,B.Tech MBA,Brahmin,B.Tech MBA Pvt 10LPA,urban,Hindu,152,,1590
P1591,20,Female,MSC B.Ed,Brahmin,Bank,rural,Hindu,162,,1591
P1592,31,Male,B.Tech,Brahmin,Bank Manager,rural,Hindu,132,,1592
P1593,28,Female,MA,Kayastha,Asst Professor in Govt College,rural,Hindu,157,,1593
P1594,18,Female,MBA,Kayastha,Business,rural,Hindu,152,,1594
P1595,39,Female,BSc,Tili,Working at TCS,urban,Hindu,154,,1595
P1596,35,Male,IIT,Brahmin,Bank,urban,Hindu,132,,1596
P1597,33,Female,B.Tech MBA,Kayastha,MNC-IT,urban,Hindu,132,,1597
P1598,24,Male,NIT,Brahmin,Researcg-Scholar-germany,urban,Hindu,154,,1598
P1599,37,Male,"M.SC,PHD",Brahmin,Bank,urban,Hindu,132,,1599
P1600,37,Male,B.com,Brahmin,M.Teach 14LPA,urban,Hindu,162,,1600
P1601,23,Male,"M.Tech,PHD",Kayastha,Officer in Central Govt.,rural,Hindu,154,,1601
P1602,18,Male,B.Tech,Sadgop,B.Tech 10LPA,urban,Muslim,154,,1602
P1603,26,Female,B.Tech,Brahmin,Business,urban,Others,162,,1603
P1604,38,Male,B.Tech MBA,Baisya,IT,rural,Hindu,154,,1604
P1605,35,Female,B.Tech MBA,Kayastha,B.Tech 15LPA,rural,Hindu,132,,1605
P1606,28,Male,B.Tech,Baisya,MBA-10LPA,urban,Hindu,132,,1606
P1607,19,Male,B.com,Tili,MNC 18LPA,urban,Hindu,154,,1607
P1608,36,Female,B.Tech MBA,Kayastha,Govt job,urban,Hindu,157,,1608
P1609,31,Male,MSC B.Ed,Kayastha,IT,rural,Hindu,157,,1609
P1610,37,Male,B.Tech,Kayastha,Law Firm,rural,Hindu,132,,1610
P1611,36,Male,MA,Banerjee,M.Teach 14LPA,rural,Hindu,162,,1611
P1612,22,Female,B.Tech,Kayastha,IT Engineer(U.K.),urban,Hindu,152,,1612
P1613,33,Female,MBA,Kumbhakar,B.Tech 15LPA,rural,Hindu,157,,1613
P1614,21,Female,MBA,Namasudra,Asst Professor,rural,Hindu,152,,1614
P1615,29,Male,MBA,Banerjee,Business,urban,Hindu,132,,1615
P1616,37,Male,MA,Kayastha,MBA 12LPA,urban,Others,132,,1616
P1617,25,Male,MSC B.Ed,Brahmin,IT Engineer(U.K.),rural,Hindu,152,,1617
P1618,33,Male,MA,Kayastha,MNC-IT,rural,Hindu,157,,1618
P1619,35,Female,LLM,Kayastha,IT,rural,Hindu,157,,1619
P1620,30,Female,MSC B.Ed,Brahmin,MNC-IT,rural,Hindu,132,,1620
P1621,22,Male,B.Tech,Kayastha,Railway Asst. Engineer,urban,Hindu,152,,1621
P1622,19,Female,MBA,Brahmin,Asst Professor in Govt College,rural,Hindu,157,,1622
P1623,34,Male,BA,Mahishya,Bank,urban,Hindu,152,,1623
P1624,21,Male,MBA,Brahmin,MNC,urban,Hindu,157,,1624
P1625,38,Female,B.Tech MBA,Brahmin,Asst Professor,urban,Hindu,162,,1625
P1626,31,Male,B.Tech MBA,Namasudra,Pharma Co B'loe,rural,Hindu,152,,1626
P1627,26,Male,IIT,others,Working at TCS,rural,Hindu,154,,1627
P1628,19,Male,B.Tech,Brahmin,Working at Indian Oil 14LPA,rural,Hindu,162,,1628
P1629,34,Male,B.Tech,SC,Business,urban,Hindu,152,,1629
P1630,30,Male,MBA,Kayastha,Railway Asst. Engineer,urban,Others,132,,1630
P1631,32,Female,B.Tech,Brahmin,Professor,urban,Hindu,154,,1631
P1632,31,Male,BA,Tili,MNC,urban,Hindu,132,,1632
P1633,22,Male,B.Tech,Mukherjee,MNC-IT,rural,Hindu,157,,1633
P1634,22,Male,MBA,Namasudra,MNC 9LPA,urban,Hindu,162,,1634
P1635,37,Female,MSC B.Ed,Kayastha,MNC-IT,urban,Hindu,162,,1635
P1636,37,Female,MA,Kayastha,M.Teach 14LPA,urban,Hindu,132,,1636
P1637,32,Male,B.Tech MBA,Kayastha,Asst Professor in Govt College,urban,Hindu,154,,1637
P1638,35,Female,MA,Kayastha,B.Tech MBA Pvt 10LPA,rural,Hindu,157,,1638
P1639,27,Male,BSc,others,MNC 18LPA,rural,Hindu,157,,1639
P1640,35,Female,BSc,Brahmin,Officer in Central Govt.,rural,Hindu,162,,1640
P1641,25,Female,MSC B.Ed,Kayastha,MNC-IT,rural,Hindu,157,,1641
P1642,20,Male,MSC B.Ed,Namasudra,B.Tech 10LPA,rural,Hindu,154,,1642
P1643,22,Male,MA B.Ed,Brahmin,Asst Professor in Govt College,rural,Muslim,154,,1643
P1644,33,Female,B.Tech,Kayastha,MBA-10LPA,urban,Hindu,162,,1644
P1645,29,Female,MBA,Kayastha,Working at Indian Oil 14LPA,rural,Hindu,132,,1645
P1646,27,Female,M.Tech,Kayastha,B.Tech 10LPA,rural,Hindu,132,,1646
P1647,30,Female,B.Tech MBA,Tili,M.Teach 14LPA,urban,Hindu,132,,1647
P1648,21,Female,BSc,Brahmin,Business,rural,Hindu,162,,1648
P1649,31,Male,BA,Subarna Banik,Asst Professor in Govt College,urban,Hindu,152,,1649
P1650,36,Female,M.Tech,Kayastha,IT,urban,Hindu,157,,1650
P1651,20,Male,B.Tech,General,Asst Professor in Govt College,rural,Hindu,157,,1651
P1652,28,Female,IIT,Brahmin,Railway Asst. Engineer,rural,Hindu,157,,1652
P1653,22,Female,IIT,Kayastha,MNC-IT,urban,Hindu,157,,1653
P1654,29,Female,BA,Kayastha,IT,rural,Hindu,132,,1654
P1655,39,Female,B.Tech,Brahmin,MNC-IT,rural,Hindu,132,,1655
P1656,24,Female,IIT,Kayastha,B.Tech MBA Pvt 10LPA,urban,Hindu,162,,1656
P1657,32,Male,MA B.Ed,Sadgop,Govt job,rural,Hindu,162,,1657
P1658,33,Male,B.Tech MBA,Brahmin,MNC-IT,urban,Muslim,154,,1658
P1659,30,Male,BA,Brahmin,MNC-IT,urban,Hindu,157,,1659
P1660,39,Female,Bcom,Brahmin,Asst Professor in Govt College,rural,Hindu,154,,1660
P1661,25,Female,BA,Brahmin,Business,rural,Hindu,152,,1661
P1662,22,Male,MA B.Ed,Kayastha,Railway Asst. Engineer,rural,Hindu,162,,1662
P1663,19,Male,MA,Kayastha,Bank Manager,rural,Hindu,157,,1663
P1664,35,Male,M.Tech,Kayastha,MNC-IT,urban,Hindu,154,,1664
P1665,35,Male,MBA,Sunni,IT,rural,Hindu,152,,1665
P1666,19,Female,IIT,Brahmin,Working at Indian Oil 14LPA,urban,Hindu,162,,1666
P1667,30,Male,BA,Baisya,Working IN U.S.,urban,Hindu,152,,1667
P1668,32,Male,M.Tech,Brahmin,IT,urban,Hindu,154,,1668
P1669,38,Male,B.Tech,Kayastha,Govt job,urban,Hindu,157,,1669
P1670,39,Female,B.Tech,Mahishya,Researcg-Scholar-germany,urban,Hindu,152,,1670
P1671,29,Female,B.Tech,Brahmin,MNC-IT,rural,Hindu,157,,1671
P1672,28,Female,B.Tech MBA,Kayastha,IT,rural,Hindu,132,,1672
P1673,32,Male,B.Tech,Kayastha,Business,urban,Muslim,152,,1673
P1674,38,Female,IIT,Brahmin,Project Manager at IBM-35LPA,rural,Hindu,154,,1674
P1675,21,Female,BA,Brahmin,Law Firm,rural,Hindu,157,,1675
P1676,32,Male,B.Tech MBA,Kayastha,College lecturer,urban,Hindu,157,,1676
P1677,27,Female,B.Tech,Kayastha,College lecturer,rural,Hindu,132,,1677
P1678,26,Male,MBA,Kayastha,IT,urban,Hindu,154,,1678
P1679,26,Male,B.Tech,Kayastha,Asst Professor,rural,Hindu,157,,1679
P1680,19,Male,"M.Tech,PHD",Kayastha,Pharma Co B'loe,urban,Hindu,132,,1680
P1681,38,Female,B.Tech,Kayastha,Working IN U.S.,urban,Hindu,162,,1681
P1682,36,Male,B.Tech MBA,Kayastha,Asst Professor in Govt College,urban,Hindu,132,,1682
P1683,37,Female,MA B.Ed,Kayastha,Law Firm,urban,Hindu,157,,1683
P1684,26,Female,MBA,Mahishya,MNC-IT,urban,Hindu,152,,1684
P1685,38,Male,B.Tech,Brahmin,M.Teach 14LPA,rural,Hindu,162,,1685
P1686,22,Female,MBA,Kayastha,Officer in Central Govt.,urban,Hindu,152,,1686
P1687,22,Male,B.Tech,Brahmin,Business,rural,Hindu,154,,1687
P1688,19,Female,BA,Kayastha,Advocate,urban,Hindu,157,,1688
P1689,26,Female,B.Tech,Kayastha,Business,rural,Hindu,154,,1689
P1690,31,Male,B.Tech,Kayastha,Asst Professor,urban,Hindu,157,,1690
P1691,38,Male,MBA,Sunni,IT,urban,Hindu,152,,1691
P1692,34,Male,MBA,Brahmin,Advocate,rural,Hindu,152,,1692
P1693,19,Female,MBA,Brahmin,Asst Professor in Govt College,urban,Hindu,132,,1693
P1694,31,Female,MA B.Ed,Kayastha,Working IN U.S.,rural,Hindu,152,,1694
P1695,22,Male,MBA,Namasudra,Business,rural,Hindu,157,,1695
P1696,28,Female,BA,Kayastha,Asst Professor in Govt College,rural,Hindu,154,,1696
P1697,26,Male,MBBS,Tantybaya,Working at TCS,rural,Hindu,154,,1697
P1698,18,Male,MSC B.Ed,Kayastha,MNC 9LPA,rural,Hindu,162,,1698
P1699,20,Female,BA,Sadgop,IT,urban,Hindu,157,,1699
P1700,21,Female,"M.Tech,PHD",Kayastha,Advocate,urban,Hindu,162,,1700
P1701,18,Male,MBA,Karmakar,IT,rural,Hindu,152,,1701
P1702,25,Male,B.Tech MBA,Brahmin,MNC-IT,urban,Christian,154,,1702
P1703,29,Male,B.Tech,Namasudra,MNC 9LPA,urban,Hindu,132,,1703
P1704,27,Female,NIT,Kayastha,Asst Professor,urban,Hindu,162,,1704
P1705,38,Male,BA,Kayastha,IT,rural,Hindu,157,,1705
P1706,35,Female,MA,Kayastha,MNC 9LPA,urban,Hindu,152,,1706
P1707,38,Male,B.Tech,Kayastha,IT Engineer(U.K.),urban,Hindu,157,,1707
P1708,36,Female,MBA,Kayastha,IT,rural,Muslim,152,,1708
P1709,27,Male,M.Tech,SC,B.Tech MBA Pvt 10LPA,urban,Hindu,152,,1709
P1710,20,Female,MBA,Brahmin,B.Tech 15LPA,urban,Hindu,157,,1710
P1711,26,Male,B.com,SC,MNC 18LPA,rural,Hindu,157,,1711
P1712,18,Male,B.Tech MBA,Brahmin,Working IN U.S.,rural,Sikh,132,,1712
P1713,36,Male,B.Tech MBA,Brahmin,MNC-IT,rural,Muslim,132,,1713
P1714,23,Female,B.Tech,Kayastha,Advocate,urban,Hindu,162,,1714
P1715,37,Male,MA,Kayastha,Advocate,urban,Hindu,132,,1715
P1716,31,Female,MSC B.Ed,Brahmin,MNC-IT,urban,Hindu,132,,1716
P1717,24,Female,B.Tech MBA,Kayastha,Business,rural,Hindu,162,,1717
P1718,32,Female,BA,Kayastha,Digital Marketting B'lore,urban,Hindu,162,,1718
P1719,29,Female,MBA,Brahmin,Officer in Central Govt.,urban,Hindu,132,,1719
P1720,35,Female,B.Tech,Banerjee,B.Tech 10LPA,rural,Hindu,154,,1720
P1721,31,Male,Bcom,Brahmin,Asst Professor,rural,Hindu,152,,1721
P1722,39,Male,MA,Kayastha,Asst Professor,rural,Christian,132,,1722
P1723,31,Male,MA,Kayastha,B.Tech 10LPA,urban,Hindu,132,,1723
P1724,31,Female,NIT,Brahmin,Business,urban,Hindu,132,,1724
P1725,22,Female,"M.SC,PHD",Baisya,MBA-10LPA,urban,Hindu,132,,1725
P1726,21,Female,MBA,Sunni,Professor,urban,Hindu,157,,1726
P1727,26,Male,MA,Mukherjee,Business,rural,Hindu,157,,1727
P1728,20,Female,"M.SC,PHD",Kayastha,Working IN U.S.,rural,Hindu,132,,1728
P1729,22,Male,B.Tech MBA,Brahmin,MNC-IT,rural,Hindu,162,,1729
P1730,27,Male,B.Tech,Brahmin,IT,urban,Hindu,152,,1730
P1731,35,Male,MA,Kayastha,Asst Professor,urban,Hindu,152,,1731
P1732,23,Male,MSC B.Ed,Kayastha,Business,urban,Hindu,132,,1732
P1733,36,Male,B.Tech,Brahmin,M.Teach 14LPA,rural,Hindu,152,,1733
P1734,35,Female,MA,Brahmin,IT,rural,Hindu,132,,1734
P1735,20,Female,MA,Tili,IT,urban,Hindu,162,,1735
P1736,29,Female,BA,Kayastha,Professor,rural,Hindu,157,,1736
P1737,37,Female,BSc,Kayastha,IT,urban,Hindu,157,,1737
P1738,25,Female,B.Tech MBA,Brahmin,B.Tech 10LPA,urban,Hindu,152,,1738
P1739,33,Female,B.Tech,Brahmin,Project Manager at IBM-35LPA,rural,Muslim,152,,1739
P1740,21,Male,MBA,Kayastha,Pharma Co B'loe,urban,Hindu,132,,1740
P1741,29,Male,MBA,Kayastha,IT Engineer(U.K.),rural,Hindu,162,,1741
P1742,19,Male,MA B.Ed,Banerjee,Business,rural,Hindu,162,,1742
P1743,20,Male,MA,Brahmin,Pharma Co B'loe,urban,Hindu,162,,1743
P1744,22,Male,"M.SC,PHD",Kayastha,MNC-IT,urban,Hindu,132,,1744
P1745,38,Female,BA,Brahmin,Professor,urban,Hindu,162,,1745
P1746,20,Male,B.Tech MBA,Kayastha,B.Tech 15LPA,urban,Hindu,157,,1746
P1747,20,Female,IIT,Karmakar,Working at Indian Oil 14LPA,rural,Hindu,152,,1747
P1748,24,Female,IIT,Kayastha,Officer in Central Govt.,rural,Hindu,157,,1748
P1749,22,Female,MA B.Ed,Brahmin,Asst Professor in Govt College,urban,Christian,157,,1749
P1750,36,Female,MSC B.Ed,Kayastha,MNC 9LPA,urban,Hindu,152,,1750
P1751,35,Female,B.Tech MBA,Baisya,Railway Asst. Engineer,rural,Hindu,162,,1751
P1752,22,Female,B.Tech,Subarna Banik,IT,urban,Hindu,157,,1752
P1753,30,Female,B.Tech MBA,Brahmin,Project Manager at IBM-35LPA,rural,Hindu,157,,1753
P1754,34,Male,MA,Kayastha,MNC-IT,rural,Muslim,162,,1754
P1755,37,Female,MA,Kayastha,B.Tech 15LPA,urban,Hindu,152,,1755
P1756,26,Male,B.Tech MBA,Kayastha,Asst Professor in Govt College,urban,Hindu,157,,1756
P1757,24,Female,MBA,Brahmin,MBA-10LPA,urban,Others,162,,1757
P1758,23,Male,MA,Brahmin,MNC 18LPA,rural,Hindu,152,,1758
P1759,21,Male,"M.SC,PHD",Kayastha,MNC-IT,urban,Hindu,157,,1759
P1760,33,Female,B.Tech,Tili,MNC,rural,Hindu,157,,1760
P1761,39,Female,MSC B.Ed,Namasudra,Digital Marketting B'lore,urban,Hindu,154,,1761
P1762,35,Female,MA,Kayastha,Bank,rural,Hindu,132,,1762
P1763,25,Male,BA B.Ed,Sunni,Bank,urban,Others,154,,1763
P1764,24,Male,B.Tech,Kayastha,Officer in Central Govt.,urban,Muslim,152,,1764
P1765,39,Female,BA,Brahmin,M.Teach 14LPA,rural,Hindu,154,,1765
P1766,29,Male,IIT,Kayastha,Railway Asst. Engineer,rural,Hindu,162,,1766
P1767,34,Female,"M.SC,PHD",Tili,Pharma Co B'loe,urban,Hindu,157,,1767
P1768,29,Female,B.Tech,Tili,MNC,urban,Hindu,162,,1768
P1769,34,Male,B.Tech,Kayastha,Professor,urban,Hindu,132,,1769
P1770,27,Male,MA B.Ed,Brahmin,MBA 12LPA,rural,Hindu,152,,1770
P1771,25,Female,MBA,Brahmin,B.Tech 15LPA,rural,Hindu,154,,1771
P1772,20,Male,B.Tech,Brahmin,Govt job,rural,Hindu,162,,1772
P1773,32,Male,MA,Brahmin,MNC-IT,rural,Hindu,162,,1773
P1774,35,Male,B.Tech,Kayastha,B.Tech MBA Pvt 10LPA,rural,Christian,154,,1774
P1775,32,Male,MA B.Ed,Baisya,MBA-10LPA,rural,Hindu,154,,1775
P1776,19,Female,MA,Brahmin,MBA-10LPA,rural,Hindu,157,,1776
P1777,19,Female,BA,Kayastha,Asst Professor,rural,Hindu,162,,1777
P1778,25,Female,BA,Kayastha,Bank,urban,Hindu,154,,1778
P1779,21,Male,IIT,Brahmin,MBA 12LPA,rural,Hindu,152,,1779
P1780,34,Male,B.Tech,Kumbhakar,Business,urban,Hindu,154,,1780
P1781,29,Female,MA,Brahmin,Bank Manager,urban,Hindu,162,,1781
P1782,34,Male,MSC B.Ed,Brahmin,MNC 18LPA,urban,Hindu,157,,1782
P1783,38,Male,MSC B.Ed,Brahmin,Working at TCS,urban,Hindu,162,,1783
P1784,37,Male,BA,Barujibi,Asst Professor,rural,Hindu,132,,1784
P1785,38,Female,IIT,Brahmin,B.Tech 10LPA,urban,Hindu,152,,1785
P1786,22,Female,B.Tech MBA,Brahmin,College lecturer,urban,Hindu,157,,1786
P1787,27,Female,BA,Gandha Banik,Bank Manager,urban,Hindu,162,,1787
P1788,32,Female,PhD,Banerjee,MNC 9LPA,urban,Muslim,132,,1788
P1789,26,Female,B.Tech MBA,Tili,MNC-IT,rural,Hindu,152,,1789
P1790,22,Female,MSC B.Ed,SC,Business,urban,Hindu,162,,1790
P1791,32,Male,MBA,Kayastha,Asst Professor,urban,Hindu,152,,1791
P1792,38,Male,B.Tech,Brahmin,Bank,rural,Christian,132,,1792
P1793,21,Female,IIT,Brahmin,Working IN U.S.,urban,Hindu,154,,1793
P1794,33,Male,MBA,Sunni,Asst Professor in Govt College,urban,Sikh,154,,1794
P1795,18,Male,IIT,Kayastha,Asst Professor,rural,Hindu,152,,1795
P1796,33,Female,MBA,Kayastha,Professor,rural,Hindu,152,,1796
P1797,27,Male,B.com,Mahishya,B.Tech 10LPA,rural,Hindu,152,,1797
P1798,34,Male,B.Tech,Brahmin,Professor,urban,Hindu,157,,1798
P1799,34,Female,MA,Namasudra,MNC-IT,rural,Hindu,162,,1799
P1800,29,Female,MA,Brahmin,MNC 18LPA,rural,Christian,157,,1800
P1801,24,Male,B.Tech,Kayastha,Working at TCS,urban,Hindu,154,,1801
P1802,39,Male,MBA,Brahmin,Asst Professor,urban,Hindu,152,,1802
P1803,32,Male,M.Tech,Namasudra,MNC-IT,rural,Hindu,157,,1803
P1804,28,Male,B.Tech,Brahmin,MNC-IT,rural,Muslim,162,,1804
P1805,37,Male,IIT,Kayastha,Working at TCS,urban,Muslim,162,,1805
P1806,18,Female,B.Tech,Brahmin,B.Tech MBA Pvt 10LPA,rural,Hindu,154,,1806
P1807,31,Female,MA B.Ed,Tili,Asst Professor in Govt College,urban,Hindu,162,,1807
P1808,23,Male,MBA,Brahmin,IT,rural,Hindu,152,,1808
P1809,18,Male,"M.Tech,PHD",SC,IT Engineer(U.K.),urban,Hindu,132,,1809
P1810,27,Male,PhD,Brahmin,College lecturer,urban,Hindu,154,,1810
P1811,19,Female,MBA,Brahmin,MBA-10LPA,urban,Hindu,132,,1811
P1812,18,Male,MA B.Ed,Kayastha,B.Tech 15LPA,urban,Sikh,132,,1812
P1813,30,Female,B.Tech MBA,Kayastha,Law Firm,urban,Hindu,162,,1813
P1814,25,Male,B.Tech MBA,Kayastha,College lecturer,urban,Christian,162,,1814
P1815,36,Male,MSC B.Ed,Kayastha,MNC,rural,Hindu,162,,1815
P1816,38,Male,B.Tech,Subarna Banik,Business,rural,Hindu,152,,1816
P1817,23,Male,BA,Tili,Asst Professor in Govt College,urban,Muslim,132,,1817
P1818,39,Female,B.Tech,Kayastha,Digital Marketting B'lore,urban,Hindu,152,,1818
P1819,32,Male,BA B.Ed,Brahmin,Working IN U.S.,rural,Hindu,152,,1819
P1820,38,Male,MBA,Kayastha,Working at TCS,urban,Hindu,132,,1820
P1821,35,Male,B.Tech,Brahmin,Bank Manager,urban,Hindu,162,,1821
P1822,35,Male,B.com,Brahmin,MNC-IT,rural,Hindu,157,,1822
P1823,32,Female,B.Tech,Brahmin,Working at Indian Oil 14LPA,urban,Muslim,154,,1823
P1824,20,Male,LLB,Brahmin,Working at TCS,urban,Hindu,152,,1824
P1825,30,Female,MBA,Namasudra,Researcg-Scholar-germany,rural,Hindu,154,,1825
P1826,32,Male,IIT,Pal,IT,urban,Hindu,152,,1826
P1827,35,Female,BA,Brahmin,Asst Professor in Govt College,rural,Hindu,154,,1827
P1828,27,Female,MA,Kayastha,IT,urban,Hindu,132,,1828
P1829,22,Male,MBA,Kayastha,College lecturer,urban,Hindu,157,,1829
P1830,26,Male,MSC B.Ed,Brahmin,IT,rural,Hindu,152,,1830
