,Age_at_Marriage,Gender,Education_Level,Caste_Match,Religion,Urban_Rural,Marital_Satisfaction,Divorce_Status,Income_Level,Spouse_Working,Inter-Caste,Inter-Religion
2880,24,Male,Graduate,Same,Hindu,Urban,High,No,Low,No,No,Yes
2881,25,Male,Graduate,Different,Hindu,Rural,High,No,Middle,Yes,No,No
2882,27,Male,School,Different,Hindu,Urban,High,Yes,High,Yes,Yes,No
2883,36,Male,Postgraduate,Same,Others,Rural,High,No,Low,Yes,No,Yes
2884,22,Female,Postgraduate,Different,Hindu,Rural,High,Yes,High,Yes,Yes,No
2885,23,Male,School,Same,Hindu,Urban,High,No,Low,No,No,Yes
2886,37,Male,School,Different,Hindu,Rural,Medium,No,Middle,No,No,No
2887,22,Male,School,Same,Hindu,Urban,Medium,Yes,Middle,Yes,No,No
2888,21,Female,School,Same,Muslim,Urban,Medium,No,Middle,Yes,No,No
2889,32,Female,School,Same,Hindu,Urban,High,No,Low,No,No,No
2890,26,Female,School,Different,Hindu,Urban,Medium,No,Middle,Yes,No,No
2891,38,Male,Graduate,Same,Muslim,Rural,High,No,Low,No,No,No
2892,27,Female,Postgraduate,Same,Hindu,Urban,Medium,No,Low,Yes,Yes,No
2893,30,Male,Graduate,Same,Hindu,Urban,High,No,High,Yes,No,Yes
2894,29,Male,PhD,Same,Others,Urban,Low,No,Middle,Yes,Yes,Yes
2895,29,Female,Graduate,Different,Muslim,Rural,Medium,No,Low,Yes,Yes,No
2896,20,Female,PhD,Same,Sikh,Rural,Medium,No,Middle,No,No,No
2897,37,Male,School,Same,Christian,Rural,High,No,High,No,Yes,No
2898,23,Female,Postgraduate,Same,Muslim,Urban,Medium,No,High,Yes,No,No
2899,26,Female,School,Same,Hindu,Urban,High,No,High,Yes,No,No
2900,37,Male,School,Same,Hindu,Urban,Low,No,Middle,No,No,Yes
2901,25,Female,Graduate,Same,Christian,Rural,Low,Yes,Low,No,No,No
2902,21,Male,Graduate,Different,Hindu,Urban,High,Yes,Low,Yes,No,No
2903,22,Male,School,Same,Hindu,Rural,High,No,Middle,Yes,Yes,No
2904,18,Male,School,Same,Hindu,Urban,Medium,Yes,Middle,Yes,No,No
2905,27,Female,Postgraduate,Same,Hindu,Urban,Low,No,High,No,No,No
2906,23,Female,Graduate,Different,Hindu,Urban,High,No,Low,No,No,No
2907,25,Female,Postgraduate,Same,Hindu,Rural,Medium,No,High,No,No,No
2908,19,Male,Graduate,Same,Muslim,Rural,Medium,No,High,No,No,No
2909,24,Male,Graduate,Different,Hindu,Urban,Medium,No,Middle,No,No,No
2910,29,Female,Graduate,Different,Hindu,Rural,High,No,Low,Yes,No,No
2911,27,Male,Postgraduate,Same,Muslim,Urban,Low,No,Middle,No,No,No
2912,36,Female,School,Same,Hindu,Rural,Medium,No,High,No,Yes,No
2913,31,Female,Graduate,Different,Hindu,Urban,Medium,No,Low,Yes,No,No
2914,19,Male,School,Same,Muslim,Urban,Medium,No,Middle,Yes,Yes,No
2915,35,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,No,No
2916,34,Male,Graduate,Different,Hindu,Urban,High,No,Middle,Yes,No,No
2917,23,Female,School,Different,Hindu,Rural,Low,No,Middle,No,Yes,No
2918,24,Male,Graduate,Different,Sikh,Urban,Low,No,High,No,No,No
2919,32,Female,Postgraduate,Same,Hindu,Urban,High,No,Low,No,No,No
2920,20,Male,School,Same,Hindu,Urban,Medium,No,Low,Yes,No,No
2921,26,Female,School,Same,Hindu,Urban,High,Yes,Low,No,Yes,No
2922,29,Female,School,Same,Hindu,Rural,Low,No,High,Yes,No,Yes
2923,19,Male,Graduate,Same,Hindu,Rural,Medium,No,Low,Yes,No,No
2924,22,Female,School,Same,Hindu,Urban,Medium,No,Middle,Yes,No,Yes
2925,18,Female,School,Same,Sikh,Rural,Medium,No,Low,Yes,Yes,No
2926,36,Female,Graduate,Same,Muslim,Urban,Medium,No,Low,Yes,No,No
2927,30,Male,Postgraduate,Same,Hindu,Urban,Low,No,Middle,Yes,No,No
2928,37,Male,School,Different,Hindu,Urban,Medium,No,Middle,Yes,Yes,No
2929,26,Female,Graduate,Same,Hindu,Urban,Medium,No,Low,No,Yes,No
2930,33,Male,PhD,Same,Hindu,Urban,Medium,No,Low,No,No,No
2931,33,Male,Graduate,Same,Muslim,Urban,High,No,High,No,Yes,No
2932,24,Female,Graduate,Same,Hindu,Urban,Medium,No,Low,Yes,No,No
2933,33,Female,Postgraduate,Same,Hindu,Urban,Medium,No,Low,Yes,Yes,No
2934,36,Female,Postgraduate,Same,Muslim,Urban,Medium,No,Middle,Yes,No,Yes
2935,28,Male,Graduate,Different,Others,Rural,Medium,No,High,Yes,No,No
2936,33,Female,School,Same,Muslim,Urban,Low,No,Low,Yes,Yes,No
2937,27,Male,School,Same,Hindu,Rural,High,No,High,No,No,No
2938,37,Female,Graduate,Different,Muslim,Urban,Low,No,Low,No,Yes,No
2939,25,Female,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,No,No,No
2940,23,Male,School,Same,Hindu,Urban,Low,No,Middle,Yes,Yes,No
2941,30,Female,School,Same,Hindu,Rural,Medium,No,Middle,No,No,No
2942,19,Male,PhD,Same,Hindu,Rural,Medium,No,High,Yes,No,Yes
2943,23,Female,PhD,Different,Hindu,Urban,Medium,No,Middle,Yes,No,No
2944,36,Female,School,Same,Hindu,Urban,Low,No,High,Yes,No,No
2945,37,Male,Postgraduate,Same,Hindu,Rural,Medium,No,Low,Yes,No,No
2946,31,Male,School,Different,Muslim,Rural,Medium,No,Middle,No,Yes,No
2947,21,Male,School,Different,Muslim,Urban,High,No,Low,No,No,No
2948,34,Female,School,Same,Hindu,Rural,Medium,No,High,Yes,No,No
2949,38,Male,School,Same,Muslim,Urban,Medium,Yes,Middle,No,Yes,No
2950,33,Female,School,Same,Christian,Rural,Medium,No,Low,No,No,No
2951,34,Male,Graduate,Same,Hindu,Urban,High,No,Low,Yes,No,Yes
2952,19,Male,Graduate,Same,Hindu,Rural,Medium,No,Middle,No,Yes,No
2953,38,Male,School,Same,Hindu,Rural,Medium,No,Middle,No,No,No
2954,18,Male,Graduate,Different,Hindu,Rural,Medium,No,Low,Yes,Yes,No
2955,33,Female,Graduate,Same,Sikh,Rural,Medium,No,Middle,No,No,No
2956,21,Male,Postgraduate,Different,Hindu,Urban,Low,No,Low,Yes,Yes,No
2957,39,Male,Graduate,Same,Christian,Urban,Low,No,Low,No,No,No
2958,39,Female,School,Different,Hindu,Urban,Medium,No,Middle,Yes,No,No
2959,27,Female,School,Different,Muslim,Rural,Low,No,Low,No,No,No
2960,36,Male,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,No,No,No
2961,30,Male,Graduate,Same,Hindu,Rural,Medium,No,Middle,No,Yes,No
2962,26,Male,School,Same,Hindu,Rural,Medium,No,Low,Yes,No,No
2963,29,Male,Graduate,Different,Others,Rural,Medium,No,Low,No,Yes,No
2964,37,Female,Postgraduate,Same,Hindu,Urban,Medium,No,Low,No,No,No
2965,28,Male,Postgraduate,Same,Muslim,Urban,High,No,Middle,Yes,No,No
2966,39,Female,Graduate,Different,Hindu,Urban,Low,No,Low,Yes,No,No
2967,20,Female,Graduate,Same,Hindu,Urban,Medium,No,High,Yes,No,No
2968,38,Male,Postgraduate,Same,Others,Urban,Low,No,Low,No,No,Yes
2969,31,Female,Graduate,Same,Hindu,Urban,Low,Yes,Middle,No,No,No
2970,22,Male,Postgraduate,Same,Hindu,Rural,High,No,Middle,Yes,Yes,No
2971,34,Male,PhD,Same,Hindu,Urban,Medium,No,Middle,No,Yes,No
2972,25,Male,School,Same,Hindu,Urban,Low,No,Middle,No,No,No
2973,24,Female,Graduate,Same,Muslim,Urban,Medium,No,Low,Yes,No,No
2974,24,Female,PhD,Different,Christian,Urban,Medium,Yes,Low,Yes,No,No
2975,30,Female,Graduate,Different,Hindu,Rural,Low,No,High,No,No,No
2976,38,Male,School,Different,Muslim,Rural,Medium,No,Middle,No,No,No
2977,30,Male,School,Different,Hindu,Urban,Medium,Yes,High,No,No,No
2978,24,Male,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,No,No
2979,21,Male,Postgraduate,Different,Muslim,Rural,High,No,Low,Yes,No,No
2980,22,Male,School,Same,Muslim,Urban,Medium,No,Low,Yes,No,No
2981,26,Male,Graduate,Same,Hindu,Rural,High,No,Middle,Yes,No,No
2982,19,Male,School,Same,Hindu,Urban,Medium,No,Low,Yes,No,No
2983,30,Female,Postgraduate,Different,Muslim,Rural,Medium,No,Middle,Yes,Yes,No
2984,18,Female,Postgraduate,Same,Hindu,Urban,Medium,No,High,No,No,No
2985,32,Female,Graduate,Same,Muslim,Urban,Low,No,Low,No,No,No
2986,25,Female,Postgraduate,Same,Hindu,Rural,High,No,Middle,No,No,No
2987,24,Female,Graduate,Same,Hindu,Rural,Medium,No,High,Yes,No,Yes
2988,21,Female,Graduate,Same,Sikh,Rural,Medium,No,Low,No,No,No
2989,24,Male,Graduate,Same,Hindu,Rural,Low,No,Middle,No,No,No
2990,27,Female,Graduate,Same,Others,Rural,High,No,Low,Yes,Yes,Yes
2991,18,Female,Graduate,Same,Christian,Urban,High,No,Middle,No,No,No
2992,31,Female,School,Same,Hindu,Urban,Medium,No,Low,Yes,No,Yes
2993,22,Male,Graduate,Same,Sikh,Urban,Medium,No,Low,Yes,Yes,No
2994,38,Male,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
2995,35,Female,Graduate,Same,Hindu,Rural,Medium,No,Middle,Yes,No,No
2996,34,Male,School,Different,Hindu,Rural,Low,No,Middle,Yes,Yes,No
2997,26,Male,Graduate,Different,Hindu,Rural,Medium,No,Middle,Yes,No,Yes
2998,29,Female,Graduate,Same,Hindu,Rural,Medium,No,Middle,No,Yes,Yes
2999,28,Female,Postgraduate,Different,Hindu,Urban,Medium,Yes,Middle,No,Yes,No
3000,34,Male,PhD,Same,Muslim,Urban,High,No,Low,Yes,No,No
3001,29,Female,Graduate,Same,Hindu,Rural,Low,No,Middle,No,No,Yes
3002,32,Male,Graduate,Same,Christian,Rural,High,No,Low,No,Yes,No
3003,25,Female,PhD,Different,Hindu,Rural,Medium,No,Low,Yes,Yes,No
3004,31,Female,Graduate,Same,Hindu,Urban,High,No,High,Yes,No,No
3005,23,Male,School,Different,Hindu,Urban,High,Yes,Low,No,Yes,No
3006,27,Female,School,Same,Muslim,Rural,Low,No,Middle,Yes,Yes,Yes
3007,23,Female,Graduate,Same,Hindu,Rural,Medium,No,Low,No,No,No
3008,35,Male,School,Same,Hindu,Urban,Medium,No,High,No,No,Yes
3009,38,Male,School,Different,Hindu,Urban,Medium,Yes,Low,Yes,No,No
3010,22,Male,School,Same,Hindu,Urban,High,No,Low,Yes,No,No
3011,36,Male,School,Same,Hindu,Rural,Medium,No,Middle,Yes,No,Yes
3012,35,Female,School,Same,Hindu,Rural,Medium,No,Low,No,Yes,No
3013,20,Female,Graduate,Different,Hindu,Urban,High,No,Middle,No,No,No
3014,28,Female,School,Different,Hindu,Rural,Low,No,Middle,No,No,Yes
3015,37,Female,School,Same,Hindu,Urban,Medium,No,High,No,No,No
3016,28,Male,Postgraduate,Same,Hindu,Urban,Medium,Yes,Middle,No,No,Yes
3017,28,Female,Graduate,Different,Hindu,Rural,Medium,No,Middle,No,No,No
3018,38,Male,Postgraduate,Same,Christian,Rural,High,Yes,Low,Yes,Yes,No
3019,27,Male,Graduate,Same,Christian,Urban,Medium,No,High,No,Yes,No
3020,38,Male,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,No,No,No
3021,39,Female,Postgraduate,Same,Muslim,Urban,High,No,Middle,Yes,Yes,No
3022,33,Male,Graduate,Same,Hindu,Urban,High,No,Middle,No,Yes,No
3023,26,Female,School,Same,Hindu,Urban,High,No,Middle,No,No,No
3024,39,Female,School,Same,Muslim,Urban,High,No,Middle,No,No,No
3025,38,Female,School,Same,Muslim,Urban,High,No,Middle,Yes,No,No
3026,18,Male,School,Same,Hindu,Urban,High,No,High,Yes,No,No
3027,34,Male,Postgraduate,Same,Muslim,Rural,Low,No,Low,Yes,No,Yes
3028,29,Male,Postgraduate,Same,Christian,Rural,Medium,No,Middle,Yes,Yes,Yes
3029,39,Male,Graduate,Same,Hindu,Urban,Low,No,Low,No,No,No
3030,30,Female,PhD,Same,Hindu,Urban,High,No,High,No,No,No
3031,32,Male,Graduate,Same,Sikh,Rural,Low,No,Middle,No,No,No
3032,31,Male,School,Different,Sikh,Urban,Medium,No,Middle,No,No,No
3033,27,Female,Graduate,Same,Hindu,Rural,Low,Yes,High,No,No,No
3034,27,Male,Graduate,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
3035,22,Female,Graduate,Same,Muslim,Rural,Medium,No,High,No,No,Yes
3036,38,Female,Graduate,Different,Hindu,Urban,Medium,No,Middle,Yes,No,Yes
3037,27,Female,School,Same,Hindu,Urban,Low,No,High,No,No,No
3038,26,Male,School,Same,Hindu,Urban,Low,Yes,Middle,Yes,Yes,No
3039,35,Female,PhD,Different,Christian,Urban,High,No,High,No,No,No
3040,20,Male,Postgraduate,Same,Hindu,Urban,High,No,Low,Yes,No,Yes
3041,33,Female,School,Different,Hindu,Urban,Medium,No,Low,No,No,No
3042,20,Male,Graduate,Same,Hindu,Rural,Low,No,Low,No,No,No
3043,22,Male,Graduate,Same,Hindu,Urban,Medium,No,Low,No,No,No
3044,27,Male,Postgraduate,Same,Christian,Rural,High,No,High,No,Yes,Yes
3045,36,Female,School,Same,Hindu,Urban,Low,No,Middle,No,No,No
3046,28,Male,Postgraduate,Same,Hindu,Urban,High,No,High,Yes,Yes,No
3047,36,Male,Graduate,Same,Christian,Rural,Low,No,High,No,No,Yes
3048,37,Male,Graduate,Same,Hindu,Urban,High,No,Middle,No,No,No
3049,20,Male,School,Same,Christian,Urban,Medium,No,Middle,Yes,Yes,Yes
3050,18,Female,School,Same,Hindu,Rural,Low,No,Middle,Yes,Yes,No
3051,23,Male,School,Same,Hindu,Rural,Low,No,Middle,No,No,No
3052,34,Male,Graduate,Same,Muslim,Urban,Low,No,Low,Yes,Yes,No
3053,18,Male,School,Same,Hindu,Rural,High,No,Middle,Yes,No,No
3054,32,Female,Graduate,Different,Hindu,Rural,Medium,No,Middle,No,No,No
3055,38,Male,Postgraduate,Same,Hindu,Urban,High,Yes,Low,Yes,Yes,Yes
3056,32,Male,Graduate,Same,Hindu,Rural,Medium,No,Low,Yes,Yes,Yes
3057,18,Female,Graduate,Same,Muslim,Urban,Low,No,Low,No,No,No
3058,30,Female,Graduate,Same,Christian,Urban,Medium,No,Middle,No,No,No
3059,21,Female,Graduate,Different,Christian,Urban,High,No,Low,Yes,No,No
3060,32,Female,Graduate,Same,Sikh,Rural,Low,No,Middle,Yes,Yes,No
3061,20,Female,School,Different,Hindu,Rural,Medium,No,Middle,No,Yes,No
3062,39,Female,Graduate,Same,Hindu,Urban,Low,No,Middle,No,No,No
3063,34,Male,School,Different,Hindu,Urban,Medium,Yes,Middle,Yes,No,No
3064,34,Female,Graduate,Same,Hindu,Urban,High,No,Middle,Yes,No,No
3065,24,Female,Postgraduate,Same,Christian,Urban,Medium,Yes,Low,No,No,No
3066,39,Female,Graduate,Same,Hindu,Urban,High,Yes,Middle,No,No,No
3067,35,Female,School,Same,Hindu,Urban,Medium,No,Low,No,Yes,No
3068,21,Female,Graduate,Different,Muslim,Rural,Medium,Yes,Middle,Yes,Yes,Yes
3069,22,Female,School,Same,Hindu,Urban,Medium,No,Low,No,No,No
3070,38,Female,Graduate,Different,Hindu,Urban,Low,No,Middle,Yes,No,No
3071,28,Male,Graduate,Same,Hindu,Urban,Medium,No,High,No,No,No
3072,23,Female,Graduate,Same,Muslim,Rural,Medium,No,Middle,No,No,Yes
3073,33,Female,PhD,Same,Muslim,Urban,Low,Yes,High,Yes,No,No
3074,29,Female,School,Same,Hindu,Urban,Medium,Yes,Middle,No,No,Yes
3075,22,Female,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,Yes,Yes,No
3076,31,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,Yes,No
3077,36,Male,PhD,Different,Hindu,Urban,Medium,No,Middle,No,Yes,No
3078,34,Male,School,Same,Hindu,Urban,Low,Yes,Low,No,No,No
3079,37,Male,Graduate,Same,Sikh,Rural,Medium,No,High,Yes,No,No
3080,36,Male,Graduate,Same,Hindu,Rural,Medium,No,High,No,Yes,No
3081,31,Male,Graduate,Same,Hindu,Rural,High,No,Low,Yes,No,Yes
3082,39,Male,School,Same,Hindu,Urban,Medium,No,Middle,Yes,No,Yes
3083,34,Male,School,Same,Hindu,Rural,Medium,No,Middle,No,No,No
3084,29,Male,PhD,Same,Hindu,Rural,Low,No,Middle,No,No,No
3085,38,Male,Postgraduate,Different,Muslim,Urban,Medium,No,Low,Yes,Yes,No
3086,37,Male,School,Same,Sikh,Urban,Medium,No,Middle,Yes,No,No
3087,31,Male,Graduate,Same,Muslim,Rural,Low,No,Middle,Yes,No,Yes
3088,29,Female,Graduate,Same,Sikh,Rural,Medium,No,Middle,No,No,No
3089,33,Female,Graduate,Different,Hindu,Rural,High,No,Low,Yes,Yes,No
3090,28,Male,Postgraduate,Same,Hindu,Urban,High,No,Middle,No,Yes,No
3091,38,Female,School,Different,Hindu,Urban,Low,No,High,Yes,No,No
3092,22,Female,PhD,Same,Hindu,Rural,Medium,No,Middle,Yes,No,No
3093,37,Male,PhD,Same,Hindu,Urban,Medium,No,Low,Yes,No,No
3094,28,Male,School,Different,Sikh,Urban,High,No,Middle,No,Yes,Yes
3095,21,Female,Graduate,Same,Hindu,Rural,High,No,Low,No,No,No
3096,36,Female,School,Different,Hindu,Urban,Medium,No,Middle,Yes,No,No
3097,24,Female,School,Same,Muslim,Urban,High,No,Middle,Yes,No,No
3098,38,Female,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,No,No,No
3099,35,Female,School,Same,Hindu,Urban,Medium,Yes,Low,No,No,No
3100,33,Male,School,Same,Sikh,Urban,Medium,No,Middle,Yes,No,Yes
3101,18,Male,Graduate,Same,Hindu,Rural,High,No,Low,No,No,No
3102,31,Female,Graduate,Different,Hindu,Urban,High,No,Low,No,No,No
3103,24,Female,School,Same,Hindu,Urban,Medium,No,Middle,Yes,Yes,No
3104,27,Female,School,Same,Christian,Rural,Medium,No,High,Yes,Yes,Yes
3105,36,Male,Graduate,Different,Hindu,Rural,Low,No,Middle,Yes,No,No
3106,34,Male,Graduate,Same,Hindu,Rural,Low,No,Middle,Yes,Yes,Yes
3107,27,Female,Graduate,Same,Muslim,Urban,Medium,No,Middle,Yes,Yes,No
3108,25,Female,School,Different,Muslim,Urban,Medium,No,Middle,Yes,No,No
3109,35,Male,School,Same,Hindu,Rural,Medium,No,Middle,No,Yes,No
3110,33,Female,School,Same,Hindu,Rural,Low,No,Middle,Yes,No,Yes
3111,27,Male,School,Different,Muslim,Rural,High,No,High,Yes,No,No
3112,25,Male,PhD,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
3113,19,Female,Graduate,Same,Sikh,Urban,High,Yes,Middle,No,No,No
3114,31,Female,Graduate,Same,Christian,Urban,High,No,Middle,No,Yes,No
3115,31,Female,PhD,Different,Hindu,Rural,Medium,No,Middle,No,Yes,No
3116,22,Male,Postgraduate,Same,Hindu,Rural,Medium,No,Low,No,No,No
3117,34,Female,Graduate,Different,Hindu,Rural,Medium,No,Middle,Yes,No,No
3118,29,Male,Graduate,Different,Christian,Urban,High,No,Middle,No,No,No
3119,20,Female,Graduate,Same,Hindu,Urban,Medium,No,Low,Yes,No,No
3120,19,Male,School,Same,Christian,Urban,High,No,Middle,No,No,No
3121,31,Female,Postgraduate,Same,Hindu,Rural,High,No,Middle,No,No,No
3122,39,Male,Graduate,Same,Muslim,Urban,Low,No,High,No,Yes,Yes
3123,32,Female,Postgraduate,Different,Christian,Urban,Medium,No,Low,No,No,Yes
3124,24,Female,PhD,Same,Muslim,Urban,Medium,Yes,Low,Yes,Yes,No
3125,30,Female,School,Same,Hindu,Urban,Medium,No,Low,Yes,Yes,No
3126,34,Female,Graduate,Different,Christian,Rural,High,No,High,Yes,No,No
3127,26,Male,School,Same,Hindu,Urban,Low,No,Low,Yes,No,Yes
3128,30,Female,PhD,Different,Muslim,Urban,Low,Yes,Middle,Yes,Yes,No
3129,35,Female,Graduate,Same,Christian,Rural,High,No,Low,Yes,No,No
3130,19,Female,PhD,Same,Hindu,Urban,Low,No,Middle,Yes,Yes,No
3131,22,Male,Postgraduate,Same,Muslim,Urban,Medium,No,Middle,Yes,No,Yes
3132,30,Female,Postgraduate,Same,Hindu,Urban,Low,No,High,No,No,No
3133,33,Female,Graduate,Different,Hindu,Urban,Medium,No,Middle,Yes,No,No
3134,31,Female,School,Same,Hindu,Urban,High,No,High,Yes,Yes,No
3135,29,Male,Graduate,Same,Hindu,Rural,High,No,High,Yes,No,Yes
3136,30,Female,School,Same,Hindu,Rural,Medium,No,Low,Yes,No,No
3137,22,Female,Postgraduate,Same,Hindu,Rural,Medium,No,Low,No,Yes,Yes
3138,30,Male,Graduate,Same,Hindu,Rural,Medium,No,Middle,Yes,No,No
3139,27,Male,School,Same,Hindu,Rural,Medium,No,Low,Yes,Yes,No
3140,24,Male,Postgraduate,Same,Hindu,Urban,Medium,No,High,Yes,No,No
3141,28,Female,PhD,Same,Hindu,Rural,Low,No,Middle,No,No,No
3142,34,Male,School,Same,Hindu,Urban,High,No,Middle,No,No,Yes
3143,29,Female,Graduate,Different,Muslim,Rural,High,No,Middle,Yes,No,No
3144,34,Male,Graduate,Same,Hindu,Urban,High,No,Middle,Yes,No,No
3145,20,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,Yes,Yes,Yes
3146,39,Male,PhD,Different,Sikh,Urban,Medium,No,Low,Yes,No,No
3147,31,Female,Graduate,Same,Muslim,Urban,High,No,Middle,No,No,No
3148,26,Male,School,Same,Hindu,Urban,Medium,No,Low,No,No,No
3149,28,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
3150,21,Female,Graduate,Same,Hindu,Urban,High,No,Middle,No,No,No
3151,24,Female,Postgraduate,Different,Hindu,Urban,Medium,No,Middle,Yes,Yes,No
3152,30,Female,Postgraduate,Different,Christian,Urban,High,No,Low,No,No,No
3153,20,Male,Graduate,Same,Hindu,Rural,High,No,Low,No,Yes,Yes
3154,33,Male,School,Different,Hindu,Rural,High,No,Middle,No,No,No
3155,21,Female,Graduate,Same,Hindu,Urban,Medium,No,High,Yes,No,No
3156,36,Male,School,Same,Hindu,Urban,Medium,No,Low,No,No,Yes
3157,31,Female,School,Different,Hindu,Urban,High,No,Middle,No,No,No
3158,26,Male,Graduate,Same,Muslim,Urban,High,Yes,Low,Yes,Yes,No
3159,31,Female,PhD,Different,Muslim,Urban,Medium,No,Low,Yes,No,No
3160,18,Female,Postgraduate,Same,Christian,Urban,Low,No,High,Yes,No,No
3161,37,Male,School,Different,Muslim,Rural,Medium,No,Low,Yes,Yes,No
3162,39,Male,School,Same,Muslim,Urban,Medium,No,Low,Yes,No,No
3163,32,Female,School,Same,Hindu,Urban,Medium,No,Low,Yes,No,No
3164,29,Female,School,Different,Muslim,Urban,High,No,Low,Yes,No,No
3165,31,Male,Graduate,Different,Hindu,Urban,Medium,No,Middle,No,No,No
3166,34,Female,Postgraduate,Same,Sikh,Urban,High,Yes,Middle,Yes,Yes,No
3167,25,Female,School,Different,Others,Urban,Low,No,Low,Yes,No,Yes
3168,31,Male,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
3169,37,Male,Graduate,Same,Christian,Urban,Low,No,High,No,No,No
3170,21,Male,School,Same,Muslim,Rural,Medium,Yes,Middle,Yes,No,Yes
3171,34,Male,Graduate,Different,Christian,Rural,Low,No,Middle,No,No,No
3172,33,Male,Postgraduate,Different,Christian,Urban,Medium,No,High,Yes,Yes,Yes
3173,32,Female,School,Different,Christian,Rural,Medium,No,Middle,Yes,No,No
3174,31,Male,Graduate,Same,Hindu,Rural,High,No,Low,No,No,No
3175,33,Male,Graduate,Same,Others,Rural,High,No,Low,No,Yes,No
3176,22,Male,PhD,Same,Hindu,Urban,High,No,Low,Yes,No,No
3177,21,Female,Postgraduate,Same,Muslim,Rural,Medium,No,High,Yes,No,Yes
3178,37,Male,Graduate,Same,Hindu,Urban,Medium,No,Low,No,Yes,No
3179,31,Male,Graduate,Same,Hindu,Urban,Low,No,Low,Yes,No,No
3180,29,Female,Graduate,Same,Hindu,Rural,Low,No,Middle,Yes,No,No
3181,23,Male,PhD,Same,Hindu,Rural,High,No,Low,No,Yes,No
3182,21,Male,School,Same,Hindu,Rural,Low,No,Middle,No,No,No
3183,26,Female,School,Same,Sikh,Urban,Medium,No,Low,Yes,Yes,Yes
3184,19,Female,Graduate,Same,Hindu,Rural,High,No,Low,No,No,No
3185,28,Male,PhD,Different,Hindu,Rural,High,No,Middle,No,No,Yes
3186,33,Female,Graduate,Different,Hindu,Urban,Medium,No,Middle,No,No,Yes
3187,31,Female,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,No,No,No
3188,19,Male,School,Same,Hindu,Rural,Medium,No,Middle,No,No,No
3189,29,Female,PhD,Different,Others,Urban,Low,Yes,Low,No,No,No
3190,35,Male,Graduate,Same,Others,Urban,Medium,Yes,Middle,No,No,Yes
3191,20,Male,Graduate,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
3192,32,Male,Graduate,Different,Hindu,Rural,Medium,Yes,Middle,No,No,No
3193,32,Male,PhD,Same,Hindu,Rural,High,No,Middle,Yes,Yes,Yes
3194,20,Female,Postgraduate,Same,Hindu,Urban,Medium,No,Low,No,No,No
3195,21,Male,Graduate,Same,Muslim,Rural,Low,Yes,Low,No,No,No
3196,18,Female,Graduate,Same,Hindu,Urban,Medium,No,Low,No,No,No
3197,28,Female,Graduate,Same,Christian,Urban,Medium,No,Middle,No,No,No
3198,32,Female,Postgraduate,Different,Hindu,Urban,Low,No,Middle,Yes,No,No
3199,29,Male,Postgraduate,Same,Others,Urban,Medium,No,High,No,No,No
3200,37,Male,School,Different,Muslim,Urban,Medium,No,Low,No,No,Yes
3201,20,Female,School,Different,Muslim,Rural,Medium,No,Middle,Yes,Yes,No
3202,24,Female,School,Same,Sikh,Urban,Medium,No,Middle,No,Yes,No
3203,18,Male,Graduate,Same,Hindu,Rural,Low,No,Middle,No,No,No
3204,34,Male,Graduate,Same,Muslim,Urban,Medium,No,Low,No,No,No
3205,23,Male,School,Same,Christian,Rural,Medium,No,Low,Yes,Yes,No
3206,28,Female,School,Same,Christian,Rural,Medium,No,Middle,Yes,No,No
3207,31,Male,Graduate,Same,Hindu,Rural,Low,No,Low,Yes,No,No
3208,36,Female,Graduate,Same,Hindu,Urban,High,Yes,Middle,No,No,No
3209,29,Female,School,Same,Muslim,Urban,Low,No,Middle,No,No,No
3210,18,Male,Graduate,Same,Hindu,Rural,Medium,No,Middle,Yes,Yes,No
3211,29,Male,Postgraduate,Same,Hindu,Urban,Low,No,Middle,No,No,No
3212,27,Male,School,Same,Hindu,Urban,Low,No,Low,Yes,Yes,No
3213,36,Female,School,Same,Muslim,Rural,Medium,No,Middle,No,Yes,No
3214,33,Male,PhD,Same,Others,Rural,High,No,Middle,No,No,No
3215,25,Female,School,Same,Hindu,Rural,Medium,No,Low,No,No,No
3216,27,Female,Graduate,Same,Christian,Urban,High,No,Low,No,No,No
3217,21,Male,Graduate,Same,Hindu,Urban,High,No,Low,Yes,No,No
3218,26,Female,School,Same,Muslim,Urban,Low,No,Low,No,No,No
3219,38,Female,Postgraduate,Different,Christian,Urban,Low,No,Middle,Yes,No,Yes
3220,28,Female,School,Different,Hindu,Urban,Low,No,Low,No,Yes,No
